"P_type","P_accuracy","P_performance","P_numtrials","P_rtvar","T_type","T_lower_rt","T_upper_rt","T_lower_pct","T_upper_pct","T_z","S_type","S_accuracy","S_lower_acc_trim","S_sample_size","mean_priming_z","sd_priming_z","n_targets","number_parts","total_rows","number_exclude"
"accuracy+numtrials","80%",NA,"100",NA,"bounds_rt+z","100","3000",NA,NA,"3.0","none",NA,NA,NA,0.11558521318443,0.123864658218603,1000,2628,409134,40482
"accuracy+numtrials","80%",NA,"100",NA,"bounds_rt+z","160","2500",NA,NA,"2.5","accuracy","25%",NA,NA,0.114715257555551,0.122200948890046,999,2628,409134,42938
"accuracy+numtrials","80%",NA,"100",NA,"bounds_rt+z","160","2500",NA,NA,"2.5","accuracy","50%",NA,NA,0.114026932354936,0.120204064789925,996,2628,409134,43419
"accuracy+numtrials","80%",NA,"100",NA,"bounds_rt+z","160","2500",NA,NA,"2.5","accuracy+sample","25%",NA,"30",0.114715257555551,0.122200948890046,999,2628,409134,42938
"accuracy+numtrials","80%",NA,"100",NA,"bounds_rt+z","160","2500",NA,NA,"2.5","accuracy+sample","25%",NA,"50",0.114715257555551,0.122200948890046,999,2628,409134,42938
"accuracy+numtrials","80%",NA,"100",NA,"bounds_rt+z","160","2500",NA,NA,"2.5","accuracy+sample","50%",NA,"30",0.114026932354936,0.120204064789925,996,2628,409134,43419
"accuracy+numtrials","80%",NA,"100",NA,"bounds_rt+z","160","2500",NA,NA,"2.5","accuracy+sample","50%",NA,"50",0.114026932354936,0.120204064789925,996,2628,409134,43419
"accuracy+numtrials","80%",NA,"100",NA,"bounds_rt+z","160","2500",NA,NA,"2.5","lower_bound_accuracy",NA,"10%",NA,0.110800316771038,0.117630570174102,960,2628,409134,53558
"accuracy+numtrials","80%",NA,"100",NA,"bounds_rt+z","160","2500",NA,NA,"2.5","lower_bound_accuracy",NA,"5%",NA,0.112540559424903,0.119564066508425,977,2628,409134,48203
"accuracy+numtrials","80%",NA,"100",NA,"bounds_rt+z","160","2500",NA,NA,"2.5","lower_bound_accuracy+sample",NA,"10%","30",0.110800316771038,0.117630570174102,960,2628,409134,53558
"accuracy+numtrials","80%",NA,"100",NA,"bounds_rt+z","160","2500",NA,NA,"2.5","lower_bound_accuracy+sample",NA,"10%","50",0.110800316771038,0.117630570174102,960,2628,409134,53558
"accuracy+numtrials","80%",NA,"100",NA,"bounds_rt+z","160","2500",NA,NA,"2.5","lower_bound_accuracy+sample",NA,"5%","30",0.112540559424903,0.119564066508425,977,2628,409134,48203
"accuracy+numtrials","80%",NA,"100",NA,"bounds_rt+z","160","2500",NA,NA,"2.5","lower_bound_accuracy+sample",NA,"5%","50",0.112540559424903,0.119564066508425,977,2628,409134,48203
"accuracy+numtrials","80%",NA,"100",NA,"bounds_rt+z","160","2500",NA,NA,"2.5","none",NA,NA,NA,0.11513468000409,0.122857800240917,1000,2628,409134,42916
"accuracy+numtrials","80%",NA,"100",NA,"bounds_rt+z","160","2500",NA,NA,"3.0","accuracy","25%",NA,NA,0.118709930256542,0.127545350273685,999,2628,409134,41178
"accuracy+numtrials","80%",NA,"100",NA,"bounds_rt+z","160","2500",NA,NA,"3.0","accuracy","50%",NA,NA,0.117988295812924,0.125415575313976,996,2628,409134,41681
"accuracy+numtrials","80%",NA,"100",NA,"bounds_rt+z","160","2500",NA,NA,"3.0","accuracy+sample","25%",NA,"30",0.118709930256542,0.127545350273685,999,2628,409134,41178
"accuracy+numtrials","80%",NA,"100",NA,"bounds_rt+z","160","2500",NA,NA,"3.0","accuracy+sample","25%",NA,"50",0.118709930256542,0.127545350273685,999,2628,409134,41178
"accuracy+numtrials","80%",NA,"100",NA,"bounds_rt+z","160","2500",NA,NA,"3.0","accuracy+sample","50%",NA,"30",0.117988295812924,0.125415575313976,996,2628,409134,41681
"accuracy+numtrials","80%",NA,"100",NA,"bounds_rt+z","160","2500",NA,NA,"3.0","accuracy+sample","50%",NA,"50",0.117988295812924,0.125415575313976,996,2628,409134,41681
