"P_type","P_accuracy","P_performance","P_numtrials","P_rtvar","T_type","T_lower_rt","T_upper_rt","T_lower_pct","T_upper_pct","T_z","S_type","S_accuracy","S_lower_acc_trim","S_sample_size","mean_priming_z","sd_priming_z","n_targets","number_parts","total_rows","number_exclude"
"performance",NA,"10%",NA,NA,"bounds_rt+z","100","2500",NA,NA,"3.0","accuracy+sample","50%",NA,"50",0.11808415347434,0.126693100245761,996,2527,409134,55688
"performance",NA,"10%",NA,NA,"bounds_rt+z","100","2500",NA,NA,"3.0","lower_bound_accuracy",NA,"10%",NA,0.114573993399059,0.12324878500908,960,2527,409134,65628
"performance",NA,"10%",NA,NA,"bounds_rt+z","100","2500",NA,NA,"3.0","lower_bound_accuracy",NA,"5%",NA,0.11632100956518,0.12570165173702,977,2527,409134,60394
"performance",NA,"10%",NA,NA,"bounds_rt+z","100","2500",NA,NA,"3.0","lower_bound_accuracy+sample",NA,"10%","30",0.114573993399059,0.12324878500908,960,2527,409134,65628
"performance",NA,"10%",NA,NA,"bounds_rt+z","100","2500",NA,NA,"3.0","lower_bound_accuracy+sample",NA,"10%","50",0.114573993399059,0.12324878500908,960,2527,409134,65628
"performance",NA,"10%",NA,NA,"bounds_rt+z","100","2500",NA,NA,"3.0","lower_bound_accuracy+sample",NA,"5%","30",0.11632100956518,0.12570165173702,977,2527,409134,60394
"performance",NA,"10%",NA,NA,"bounds_rt+z","100","2500",NA,NA,"3.0","lower_bound_accuracy+sample",NA,"5%","50",0.11632100956518,0.12570165173702,977,2527,409134,60394
"performance",NA,"10%",NA,NA,"bounds_rt+z","100","2500",NA,NA,"3.0","none",NA,NA,NA,0.119370786960106,0.130366095139409,1000,2527,409134,55192
"performance",NA,"10%",NA,NA,"bounds_rt+z","100","3000",NA,NA,"2.5","accuracy","25%",NA,NA,0.11165114278305,0.120222426287703,999,2527,409134,56256
"performance",NA,"10%",NA,NA,"bounds_rt+z","100","3000",NA,NA,"2.5","accuracy","50%",NA,NA,0.11094449695395,0.117476309105556,996,2527,409134,56720
"performance",NA,"10%",NA,NA,"bounds_rt+z","100","3000",NA,NA,"2.5","accuracy+sample","25%",NA,"30",0.11165114278305,0.120222426287703,999,2527,409134,56256
"performance",NA,"10%",NA,NA,"bounds_rt+z","100","3000",NA,NA,"2.5","accuracy+sample","25%",NA,"50",0.11165114278305,0.120222426287703,999,2527,409134,56256
"performance",NA,"10%",NA,NA,"bounds_rt+z","100","3000",NA,NA,"2.5","accuracy+sample","50%",NA,"30",0.11094449695395,0.117476309105556,996,2527,409134,56720
"performance",NA,"10%",NA,NA,"bounds_rt+z","100","3000",NA,NA,"2.5","accuracy+sample","50%",NA,"50",0.11094449695395,0.117476309105556,996,2527,409134,56720
"performance",NA,"10%",NA,NA,"bounds_rt+z","100","3000",NA,NA,"2.5","lower_bound_accuracy",NA,"10%",NA,0.10773527494443,0.114769523372918,960,2527,409134,66554
"performance",NA,"10%",NA,NA,"bounds_rt+z","100","3000",NA,NA,"2.5","lower_bound_accuracy",NA,"5%",NA,0.109519922243697,0.116953210271134,977,2527,409134,61364
"performance",NA,"10%",NA,NA,"bounds_rt+z","100","3000",NA,NA,"2.5","lower_bound_accuracy+sample",NA,"10%","30",0.10773527494443,0.114769523372918,960,2527,409134,66554
"performance",NA,"10%",NA,NA,"bounds_rt+z","100","3000",NA,NA,"2.5","lower_bound_accuracy+sample",NA,"10%","50",0.10773527494443,0.114769523372918,960,2527,409134,66554
"performance",NA,"10%",NA,NA,"bounds_rt+z","100","3000",NA,NA,"2.5","lower_bound_accuracy+sample",NA,"5%","30",0.109519922243697,0.116953210271134,977,2527,409134,61364
"performance",NA,"10%",NA,NA,"bounds_rt+z","100","3000",NA,NA,"2.5","lower_bound_accuracy+sample",NA,"5%","50",0.109519922243697,0.116953210271134,977,2527,409134,61364
