"P_type","P_accuracy","P_performance","P_numtrials","P_rtvar","T_type","T_lower_rt","T_upper_rt","T_lower_pct","T_upper_pct","T_z","S_type","S_accuracy","S_lower_acc_trim","S_sample_size","mean_priming_z","sd_priming_z","n_targets","number_parts","total_rows","number_exclude"
"accuracy+numtrials","85%",NA,"100",NA,"none",NA,NA,NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%","50",0.121957325245576,0.136090436020097,960,2538,409134,59093
"accuracy+numtrials","85%",NA,"100",NA,"none",NA,NA,NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%","30",0.12376376418122,0.140043047776379,977,2538,409134,53687
"accuracy+numtrials","85%",NA,"100",NA,"none",NA,NA,NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%","50",0.12376376418122,0.140043047776379,977,2538,409134,53687
"accuracy+numtrials","85%",NA,"100",NA,"none",NA,NA,NA,NA,NA,"none",NA,NA,NA,0.126434854839825,0.146161365753423,1000,2538,409134,48191
"accuracy+numtrials","85%",NA,"50",NA,"bounds_percent",NA,NA,"10%","10%",NA,"accuracy","25%",NA,NA,0.140003208685861,0.178519484342472,999,2540,409134,121258
"accuracy+numtrials","85%",NA,"50",NA,"bounds_percent",NA,NA,"10%","10%",NA,"accuracy","50%",NA,NA,0.139047285384205,0.176048264489194,996,2540,409134,121650
"accuracy+numtrials","85%",NA,"50",NA,"bounds_percent",NA,NA,"10%","10%",NA,"accuracy+sample","25%",NA,"30",0.140003208685861,0.178519484342472,999,2540,409134,121258
"accuracy+numtrials","85%",NA,"50",NA,"bounds_percent",NA,NA,"10%","10%",NA,"accuracy+sample","25%",NA,"50",0.140003208685861,0.178519484342472,999,2540,409134,121258
"accuracy+numtrials","85%",NA,"50",NA,"bounds_percent",NA,NA,"10%","10%",NA,"accuracy+sample","50%",NA,"30",0.139047285384205,0.176048264489194,996,2540,409134,121650
"accuracy+numtrials","85%",NA,"50",NA,"bounds_percent",NA,NA,"10%","10%",NA,"accuracy+sample","50%",NA,"50",0.139047285384205,0.176048264489194,996,2540,409134,121650
"accuracy+numtrials","85%",NA,"50",NA,"bounds_percent",NA,NA,"10%","10%",NA,"lower_bound_accuracy",NA,"10%",NA,0.133712643568341,0.17206703582689,960,2540,409134,130410
"accuracy+numtrials","85%",NA,"50",NA,"bounds_percent",NA,NA,"10%","10%",NA,"lower_bound_accuracy",NA,"5%",NA,0.136368956209711,0.174524228754896,977,2540,409134,125783
"accuracy+numtrials","85%",NA,"50",NA,"bounds_percent",NA,NA,"10%","10%",NA,"lower_bound_accuracy+sample",NA,"10%","30",0.133712643568341,0.17206703582689,960,2540,409134,130410
"accuracy+numtrials","85%",NA,"50",NA,"bounds_percent",NA,NA,"10%","10%",NA,"lower_bound_accuracy+sample",NA,"10%","50",0.133712643568341,0.17206703582689,960,2540,409134,130410
"accuracy+numtrials","85%",NA,"50",NA,"bounds_percent",NA,NA,"10%","10%",NA,"lower_bound_accuracy+sample",NA,"5%","30",0.136368956209711,0.174524228754896,977,2540,409134,125783
"accuracy+numtrials","85%",NA,"50",NA,"bounds_percent",NA,NA,"10%","10%",NA,"lower_bound_accuracy+sample",NA,"5%","50",0.136368956209711,0.174524228754896,977,2540,409134,125783
"accuracy+numtrials","85%",NA,"50",NA,"bounds_percent",NA,NA,"10%","10%",NA,"none",NA,NA,NA,0.138005612402164,0.189282054339932,1000,2540,409134,121252
"accuracy+numtrials","85%",NA,"50",NA,"bounds_percent",NA,NA,"10%","5%",NA,"accuracy","25%",NA,NA,0.126393616143034,0.164820236058415,999,2540,409134,112755
"accuracy+numtrials","85%",NA,"50",NA,"bounds_percent",NA,NA,"10%","5%",NA,"accuracy","50%",NA,NA,0.125104889399053,0.161620243432857,996,2540,409134,113213
"accuracy+numtrials","85%",NA,"50",NA,"bounds_percent",NA,NA,"10%","5%",NA,"accuracy+sample","25%",NA,"30",0.126393616143034,0.164820236058415,999,2540,409134,112755
