"P_type","P_accuracy","P_performance","P_numtrials","P_rtvar","T_type","T_lower_rt","T_upper_rt","T_lower_pct","T_upper_pct","T_z","S_type","S_accuracy","S_lower_acc_trim","S_sample_size","mean_priming_z","sd_priming_z","n_targets","number_parts","total_rows","number_exclude"
"accuracy","80%",NA,NA,NA,"bounds_percent",NA,NA,"10%","5%",NA,"accuracy+sample","50%",NA,"30",0.124977952466003,0.159887612145011,996,2641,409134,105062
"accuracy","80%",NA,NA,NA,"bounds_percent",NA,NA,"10%","5%",NA,"accuracy+sample","50%",NA,"50",0.124977952466003,0.159887612145011,996,2641,409134,105062
"accuracy","80%",NA,NA,NA,"bounds_percent",NA,NA,"10%","5%",NA,"lower_bound_accuracy",NA,"10%",NA,0.11914572280101,0.152980844343112,960,2641,409134,114703
"accuracy","80%",NA,NA,NA,"bounds_percent",NA,NA,"10%","5%",NA,"lower_bound_accuracy",NA,"5%",NA,0.121757039384824,0.156273374279152,977,2641,409134,109671
"accuracy","80%",NA,NA,NA,"bounds_percent",NA,NA,"10%","5%",NA,"lower_bound_accuracy+sample",NA,"10%","30",0.11914572280101,0.152980844343112,960,2641,409134,114703
"accuracy","80%",NA,NA,NA,"bounds_percent",NA,NA,"10%","5%",NA,"lower_bound_accuracy+sample",NA,"10%","50",0.11914572280101,0.152980844343112,960,2641,409134,114703
"accuracy","80%",NA,NA,NA,"bounds_percent",NA,NA,"10%","5%",NA,"lower_bound_accuracy+sample",NA,"5%","30",0.121757039384824,0.156273374279152,977,2641,409134,109671
"accuracy","80%",NA,NA,NA,"bounds_percent",NA,NA,"10%","5%",NA,"lower_bound_accuracy+sample",NA,"5%","50",0.121757039384824,0.156273374279152,977,2641,409134,109671
"accuracy","80%",NA,NA,NA,"bounds_percent",NA,NA,"10%","5%",NA,"none",NA,NA,NA,0.125552339835241,0.163508928652783,1000,2641,409134,104581
"accuracy","80%",NA,NA,NA,"bounds_percent",NA,NA,"5%","10%",NA,"accuracy","25%",NA,NA,0.153331228982636,0.175856456476315,999,2641,409134,80217
"accuracy","80%",NA,NA,NA,"bounds_percent",NA,NA,"5%","10%",NA,"accuracy","50%",NA,NA,0.152553691049546,0.17396505085887,996,2641,409134,80632
"accuracy","80%",NA,NA,NA,"bounds_percent",NA,NA,"5%","10%",NA,"accuracy+sample","25%",NA,"30",0.153331228982636,0.175856456476315,999,2641,409134,80217
"accuracy","80%",NA,NA,NA,"bounds_percent",NA,NA,"5%","10%",NA,"accuracy+sample","25%",NA,"50",0.153331228982636,0.175856456476315,999,2641,409134,80217
"accuracy","80%",NA,NA,NA,"bounds_percent",NA,NA,"5%","10%",NA,"accuracy+sample","50%",NA,"30",0.152553691049546,0.17396505085887,996,2641,409134,80632
"accuracy","80%",NA,NA,NA,"bounds_percent",NA,NA,"5%","10%",NA,"accuracy+sample","50%",NA,"50",0.152553691049546,0.17396505085887,996,2641,409134,80632
"accuracy","80%",NA,NA,NA,"bounds_percent",NA,NA,"5%","10%",NA,"lower_bound_accuracy",NA,"10%",NA,0.147564185794941,0.170305885995181,960,2641,409134,89900
"accuracy","80%",NA,NA,NA,"bounds_percent",NA,NA,"5%","10%",NA,"lower_bound_accuracy",NA,"5%",NA,0.150126270774073,0.172782955467492,977,2641,409134,84965
"accuracy","80%",NA,NA,NA,"bounds_percent",NA,NA,"5%","10%",NA,"lower_bound_accuracy+sample",NA,"10%","30",0.147564185794941,0.170305885995181,960,2641,409134,89900
"accuracy","80%",NA,NA,NA,"bounds_percent",NA,NA,"5%","10%",NA,"lower_bound_accuracy+sample",NA,"10%","50",0.147564185794941,0.170305885995181,960,2641,409134,89900
"accuracy","80%",NA,NA,NA,"bounds_percent",NA,NA,"5%","10%",NA,"lower_bound_accuracy+sample",NA,"5%","30",0.150126270774073,0.172782955467492,977,2641,409134,84965
