"P_type","P_accuracy","P_performance","P_numtrials","P_rtvar","T_type","T_lower_rt","T_upper_rt","T_lower_pct","T_upper_pct","T_z","S_type","S_accuracy","S_lower_acc_trim","S_sample_size","mean_priming_z","sd_priming_z","n_targets","number_parts","total_rows","number_exclude"
"accuracy","75%",NA,NA,NA,"bounds_rt","160","3000",NA,NA,NA,"accuracy+sample","50%",NA,"50",0.125611988544658,0.139515647069204,996,2681,409134,32961
"accuracy","75%",NA,NA,NA,"bounds_rt","160","3000",NA,NA,NA,"lower_bound_accuracy",NA,"10%",NA,0.122111474207375,0.134982510583112,960,2681,409134,43727
"accuracy","75%",NA,NA,NA,"bounds_rt","160","3000",NA,NA,NA,"lower_bound_accuracy",NA,"5%",NA,0.12393162494251,0.138931859430001,977,2681,409134,38093
"accuracy","75%",NA,NA,NA,"bounds_rt","160","3000",NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%","30",0.122111474207375,0.134982510583112,960,2681,409134,43727
"accuracy","75%",NA,NA,NA,"bounds_rt","160","3000",NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%","50",0.122111474207375,0.134982510583112,960,2681,409134,43727
"accuracy","75%",NA,NA,NA,"bounds_rt","160","3000",NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%","30",0.12393162494251,0.138931859430001,977,2681,409134,38093
"accuracy","75%",NA,NA,NA,"bounds_rt","160","3000",NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%","50",0.12393162494251,0.138931859430001,977,2681,409134,38093
"accuracy","75%",NA,NA,NA,"bounds_rt","160","3000",NA,NA,NA,"none",NA,NA,NA,0.126510759665947,0.143488669236961,1000,2681,409134,32378
"accuracy","75%",NA,NA,NA,"bounds_rt","200","2500",NA,NA,NA,"accuracy","25%",NA,NA,0.129459843224706,0.144890618761907,999,2681,409134,33095
"accuracy","75%",NA,NA,NA,"bounds_rt","200","2500",NA,NA,NA,"accuracy","50%",NA,NA,0.128811916500724,0.142553516668905,996,2681,409134,33645
"accuracy","75%",NA,NA,NA,"bounds_rt","200","2500",NA,NA,NA,"accuracy+sample","25%",NA,"30",0.129459843224706,0.144890618761907,999,2681,409134,33095
"accuracy","75%",NA,NA,NA,"bounds_rt","200","2500",NA,NA,NA,"accuracy+sample","25%",NA,"50",0.129459843224706,0.144890618761907,999,2681,409134,33095
"accuracy","75%",NA,NA,NA,"bounds_rt","200","2500",NA,NA,NA,"accuracy+sample","50%",NA,"30",0.128811916500724,0.142553516668905,996,2681,409134,33645
"accuracy","75%",NA,NA,NA,"bounds_rt","200","2500",NA,NA,NA,"accuracy+sample","50%",NA,"50",0.128811916500724,0.142553516668905,996,2681,409134,33645
"accuracy","75%",NA,NA,NA,"bounds_rt","200","2500",NA,NA,NA,"lower_bound_accuracy",NA,"10%",NA,0.124834766845092,0.137951387351312,960,2681,409134,44375
"accuracy","75%",NA,NA,NA,"bounds_rt","200","2500",NA,NA,NA,"lower_bound_accuracy",NA,"5%",NA,0.126785994182449,0.141911975694616,977,2681,409134,38756
"accuracy","75%",NA,NA,NA,"bounds_rt","200","2500",NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%","30",0.124834766845092,0.137951387351312,960,2681,409134,44375
"accuracy","75%",NA,NA,NA,"bounds_rt","200","2500",NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%","50",0.124834766845092,0.137951387351312,960,2681,409134,44375
"accuracy","75%",NA,NA,NA,"bounds_rt","200","2500",NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%","30",0.126785994182449,0.141911975694616,977,2681,409134,38756
"accuracy","75%",NA,NA,NA,"bounds_rt","200","2500",NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%","50",0.126785994182449,0.141911975694616,977,2681,409134,38756
