"P_type","P_accuracy","P_performance","P_numtrials","P_rtvar","T_type","T_lower_rt","T_upper_rt","T_lower_pct","T_upper_pct","T_z","S_type","S_accuracy","S_lower_acc_trim","S_sample_size","mean_priming_z","sd_priming_z","n_targets","number_parts","total_rows","number_exclude"
"accuracy","75%",NA,NA,NA,"bounds_percent+z",NA,NA,"5%","10%","3.0","accuracy+sample","25%",NA,"50",0.149162718811695,0.169552473025265,999,2679,409134,77513
"accuracy","75%",NA,NA,NA,"bounds_percent+z",NA,NA,"5%","10%","3.0","accuracy+sample","50%",NA,"30",0.148600095381923,0.168423496737605,996,2679,409134,77918
"accuracy","75%",NA,NA,NA,"bounds_percent+z",NA,NA,"5%","10%","3.0","accuracy+sample","50%",NA,"50",0.148600095381923,0.168423496737605,996,2679,409134,77918
"accuracy","75%",NA,NA,NA,"bounds_percent+z",NA,NA,"5%","10%","3.0","lower_bound_accuracy",NA,"10%",NA,0.143887816856624,0.165062154198642,960,2679,409134,87164
"accuracy","75%",NA,NA,NA,"bounds_percent+z",NA,NA,"5%","10%","3.0","lower_bound_accuracy",NA,"5%",NA,0.14653739425941,0.167871332033543,977,2679,409134,82226
"accuracy","75%",NA,NA,NA,"bounds_percent+z",NA,NA,"5%","10%","3.0","lower_bound_accuracy+sample",NA,"10%","30",0.143887816856624,0.165062154198642,960,2679,409134,87164
"accuracy","75%",NA,NA,NA,"bounds_percent+z",NA,NA,"5%","10%","3.0","lower_bound_accuracy+sample",NA,"10%","50",0.143887816856624,0.165062154198642,960,2679,409134,87164
"accuracy","75%",NA,NA,NA,"bounds_percent+z",NA,NA,"5%","10%","3.0","lower_bound_accuracy+sample",NA,"5%","30",0.14653739425941,0.167871332033543,977,2679,409134,82226
"accuracy","75%",NA,NA,NA,"bounds_percent+z",NA,NA,"5%","10%","3.0","lower_bound_accuracy+sample",NA,"5%","50",0.14653739425941,0.167871332033543,977,2679,409134,82226
"accuracy","75%",NA,NA,NA,"bounds_percent+z",NA,NA,"5%","10%","3.0","none",NA,NA,NA,0.149579527343618,0.169979391819538,1000,2679,409134,77500
"accuracy","75%",NA,NA,NA,"bounds_percent+z",NA,NA,"5%","5%","2.5","accuracy","25%",NA,NA,0.125960892381387,0.141801347538491,999,2679,409134,72203
"accuracy","75%",NA,NA,NA,"bounds_percent+z",NA,NA,"5%","5%","2.5","accuracy","50%",NA,NA,0.125103032144601,0.140352215703496,996,2679,409134,72639
"accuracy","75%",NA,NA,NA,"bounds_percent+z",NA,NA,"5%","5%","2.5","accuracy+sample","25%",NA,"30",0.125960892381387,0.141801347538491,999,2679,409134,72203
"accuracy","75%",NA,NA,NA,"bounds_percent+z",NA,NA,"5%","5%","2.5","accuracy+sample","25%",NA,"50",0.125960892381387,0.141801347538491,999,2679,409134,72203
"accuracy","75%",NA,NA,NA,"bounds_percent+z",NA,NA,"5%","5%","2.5","accuracy+sample","50%",NA,"30",0.125103032144601,0.140352215703496,996,2679,409134,72639
"accuracy","75%",NA,NA,NA,"bounds_percent+z",NA,NA,"5%","5%","2.5","accuracy+sample","50%",NA,"50",0.125103032144601,0.140352215703496,996,2679,409134,72639
"accuracy","75%",NA,NA,NA,"bounds_percent+z",NA,NA,"5%","5%","2.5","lower_bound_accuracy",NA,"10%",NA,0.120898555531682,0.136237701770704,960,2679,409134,82266
"accuracy","75%",NA,NA,NA,"bounds_percent+z",NA,NA,"5%","5%","2.5","lower_bound_accuracy",NA,"5%",NA,0.123242472354522,0.139086989646675,977,2679,409134,77179
"accuracy","75%",NA,NA,NA,"bounds_percent+z",NA,NA,"5%","5%","2.5","lower_bound_accuracy+sample",NA,"10%","30",0.120898555531682,0.136237701770704,960,2679,409134,82266
"accuracy","75%",NA,NA,NA,"bounds_percent+z",NA,NA,"5%","5%","2.5","lower_bound_accuracy+sample",NA,"10%","50",0.120898555531682,0.136237701770704,960,2679,409134,82266
