"P_type","P_accuracy","P_performance","P_numtrials","P_rtvar","T_type","T_lower_rt","T_upper_rt","T_lower_pct","T_upper_pct","T_z","S_type","S_accuracy","S_lower_acc_trim","S_sample_size","mean_priming_z","sd_priming_z","n_targets","number_parts","total_rows","number_exclude"
"performance+rtvar",NA,"5%",NA,"10%","bounds_percent+z",NA,NA,"5%","10%","3.0","lower_bound_accuracy+sample",NA,"5%","50",0.148456359533016,0.172377953273679,977,2399,409134,114579
"performance+rtvar",NA,"5%",NA,"10%","bounds_percent+z",NA,NA,"5%","10%","3.0","none",NA,NA,NA,0.151544483911076,0.174237389236058,1000,2399,409134,110386
"performance+rtvar",NA,"5%",NA,"10%","bounds_percent+z",NA,NA,"5%","5%","2.5","accuracy","25%",NA,NA,0.127577360597605,0.145154134446295,999,2399,409134,105007
"performance+rtvar",NA,"5%",NA,"10%","bounds_percent+z",NA,NA,"5%","5%","2.5","accuracy","50%",NA,NA,0.126651843934847,0.14371027179306,996,2399,409134,105401
"performance+rtvar",NA,"5%",NA,"10%","bounds_percent+z",NA,NA,"5%","5%","2.5","accuracy+sample","25%",NA,"30",0.127577360597605,0.145154134446295,999,2399,409134,105007
"performance+rtvar",NA,"5%",NA,"10%","bounds_percent+z",NA,NA,"5%","5%","2.5","accuracy+sample","25%",NA,"50",0.127577360597605,0.145154134446295,999,2399,409134,105007
"performance+rtvar",NA,"5%",NA,"10%","bounds_percent+z",NA,NA,"5%","5%","2.5","accuracy+sample","50%",NA,"30",0.126651843934847,0.14371027179306,996,2399,409134,105401
"performance+rtvar",NA,"5%",NA,"10%","bounds_percent+z",NA,NA,"5%","5%","2.5","accuracy+sample","50%",NA,"50",0.126651843934847,0.14371027179306,996,2399,409134,105401
"performance+rtvar",NA,"5%",NA,"10%","bounds_percent+z",NA,NA,"5%","5%","2.5","lower_bound_accuracy",NA,"10%",NA,0.122332343377034,0.139217218734127,960,2399,409134,114039
"performance+rtvar",NA,"5%",NA,"10%","bounds_percent+z",NA,NA,"5%","5%","2.5","lower_bound_accuracy",NA,"5%",NA,0.124518655713135,0.142021369634379,977,2399,409134,109458
"performance+rtvar",NA,"5%",NA,"10%","bounds_percent+z",NA,NA,"5%","5%","2.5","lower_bound_accuracy+sample",NA,"10%","30",0.122332343377034,0.139217218734127,960,2399,409134,114039
"performance+rtvar",NA,"5%",NA,"10%","bounds_percent+z",NA,NA,"5%","5%","2.5","lower_bound_accuracy+sample",NA,"10%","50",0.122332343377034,0.139217218734127,960,2399,409134,114039
"performance+rtvar",NA,"5%",NA,"10%","bounds_percent+z",NA,NA,"5%","5%","2.5","lower_bound_accuracy+sample",NA,"5%","30",0.124518655713135,0.142021369634379,977,2399,409134,109458
"performance+rtvar",NA,"5%",NA,"10%","bounds_percent+z",NA,NA,"5%","5%","2.5","lower_bound_accuracy+sample",NA,"5%","50",0.124518655713135,0.142021369634379,977,2399,409134,109458
"performance+rtvar",NA,"5%",NA,"10%","bounds_percent+z",NA,NA,"5%","5%","2.5","none",NA,NA,NA,0.127805972993169,0.145261473077683,1000,2399,409134,104997
"performance+rtvar",NA,"5%",NA,"10%","bounds_percent+z",NA,NA,"5%","5%","3.0","accuracy","25%",NA,NA,0.13113084106724,0.15169166226531,999,2399,409134,102808
"performance+rtvar",NA,"5%",NA,"10%","bounds_percent+z",NA,NA,"5%","5%","3.0","accuracy","50%",NA,NA,0.130187795469212,0.149850327833222,996,2399,409134,103221
"performance+rtvar",NA,"5%",NA,"10%","bounds_percent+z",NA,NA,"5%","5%","3.0","accuracy+sample","25%",NA,"30",0.13113084106724,0.15169166226531,999,2399,409134,102808
"performance+rtvar",NA,"5%",NA,"10%","bounds_percent+z",NA,NA,"5%","5%","3.0","accuracy+sample","25%",NA,"50",0.13113084106724,0.15169166226531,999,2399,409134,102808
"performance+rtvar",NA,"5%",NA,"10%","bounds_percent+z",NA,NA,"5%","5%","3.0","accuracy+sample","50%",NA,"30",0.130187795469212,0.149850327833222,996,2399,409134,103221
