"P_type","P_accuracy","P_performance","P_numtrials","P_rtvar","T_type","T_lower_rt","T_upper_rt","T_lower_pct","T_upper_pct","T_z","S_type","S_accuracy","S_lower_acc_trim","S_sample_size","mean_priming_z","sd_priming_z","n_targets","number_parts","total_rows","number_exclude"
"accuracy+rtvar","80%",NA,NA,"10%","bounds_rt+z","100","2500",NA,NA,"3.0","accuracy","25%",NA,NA,0.116805630522199,0.127720207593758,999,2368,409134,79838
"accuracy+rtvar","80%",NA,NA,"10%","bounds_rt+z","100","2500",NA,NA,"3.0","accuracy","50%",NA,NA,0.116130741212828,0.125932835024397,996,2368,409134,80297
"accuracy+rtvar","80%",NA,NA,"10%","bounds_rt+z","100","2500",NA,NA,"3.0","accuracy+sample","25%",NA,"30",0.116805630522199,0.127720207593758,999,2368,409134,79838
"accuracy+rtvar","80%",NA,NA,"10%","bounds_rt+z","100","2500",NA,NA,"3.0","accuracy+sample","25%",NA,"50",0.116805630522199,0.127720207593758,999,2368,409134,79838
"accuracy+rtvar","80%",NA,NA,"10%","bounds_rt+z","100","2500",NA,NA,"3.0","accuracy+sample","50%",NA,"30",0.116130741212828,0.125932835024397,996,2368,409134,80297
"accuracy+rtvar","80%",NA,NA,"10%","bounds_rt+z","100","2500",NA,NA,"3.0","accuracy+sample","50%",NA,"50",0.116130741212828,0.125932835024397,996,2368,409134,80297
"accuracy+rtvar","80%",NA,NA,"10%","bounds_rt+z","100","2500",NA,NA,"3.0","lower_bound_accuracy",NA,"10%",NA,0.112645168144602,0.122416969494996,960,2368,409134,89528
"accuracy+rtvar","80%",NA,NA,"10%","bounds_rt+z","100","2500",NA,NA,"3.0","lower_bound_accuracy",NA,"5%",NA,0.114210495698496,0.124597715171751,977,2368,409134,84661
"accuracy+rtvar","80%",NA,NA,"10%","bounds_rt+z","100","2500",NA,NA,"3.0","lower_bound_accuracy+sample",NA,"10%","30",0.112645168144602,0.122416969494996,960,2368,409134,89528
"accuracy+rtvar","80%",NA,NA,"10%","bounds_rt+z","100","2500",NA,NA,"3.0","lower_bound_accuracy+sample",NA,"10%","50",0.112645168144602,0.122416969494996,960,2368,409134,89528
"accuracy+rtvar","80%",NA,NA,"10%","bounds_rt+z","100","2500",NA,NA,"3.0","lower_bound_accuracy+sample",NA,"5%","30",0.114210495698496,0.124597715171751,977,2368,409134,84661
"accuracy+rtvar","80%",NA,NA,"10%","bounds_rt+z","100","2500",NA,NA,"3.0","lower_bound_accuracy+sample",NA,"5%","50",0.114210495698496,0.124597715171751,977,2368,409134,84661
"accuracy+rtvar","80%",NA,NA,"10%","bounds_rt+z","100","2500",NA,NA,"3.0","none",NA,NA,NA,0.116954959490685,0.12774357826683,1000,2368,409134,79819
"accuracy+rtvar","80%",NA,NA,"10%","bounds_rt+z","100","3000",NA,NA,"2.5","accuracy","25%",NA,NA,0.109430744658894,0.118237645698828,999,2368,409134,80753
"accuracy+rtvar","80%",NA,NA,"10%","bounds_rt+z","100","3000",NA,NA,"2.5","accuracy","50%",NA,NA,0.108841691706272,0.116429107540358,996,2368,409134,81201
"accuracy+rtvar","80%",NA,NA,"10%","bounds_rt+z","100","3000",NA,NA,"2.5","accuracy+sample","25%",NA,"30",0.109430744658894,0.118237645698828,999,2368,409134,80753
"accuracy+rtvar","80%",NA,NA,"10%","bounds_rt+z","100","3000",NA,NA,"2.5","accuracy+sample","25%",NA,"50",0.109430744658894,0.118237645698828,999,2368,409134,80753
"accuracy+rtvar","80%",NA,NA,"10%","bounds_rt+z","100","3000",NA,NA,"2.5","accuracy+sample","50%",NA,"30",0.108841691706272,0.116429107540358,996,2368,409134,81201
"accuracy+rtvar","80%",NA,NA,"10%","bounds_rt+z","100","3000",NA,NA,"2.5","accuracy+sample","50%",NA,"50",0.108841691706272,0.116429107540358,996,2368,409134,81201
"accuracy+rtvar","80%",NA,NA,"10%","bounds_rt+z","100","3000",NA,NA,"2.5","lower_bound_accuracy",NA,"10%",NA,0.105528976550451,0.113489750130143,960,2368,409134,90340
