"P_type","P_accuracy","P_performance","P_numtrials","P_rtvar","T_type","T_lower_rt","T_upper_rt","T_lower_pct","T_upper_pct","T_z","S_type","S_accuracy","S_lower_acc_trim","S_sample_size","mean_priming_z","sd_priming_z","n_targets","number_parts","total_rows","number_exclude"
"performance",NA,"10%",NA,NA,"bounds_rt","160","2500",NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%","30",0.12708511640365,0.143697634728631,977,2527,409134,57304
"performance",NA,"10%",NA,NA,"bounds_rt","160","2500",NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%","50",0.12708511640365,0.143697634728631,977,2527,409134,57304
"performance",NA,"10%",NA,NA,"bounds_rt","160","2500",NA,NA,NA,"none",NA,NA,NA,0.129839473704817,0.148019105089091,1000,2527,409134,51880
"performance",NA,"10%",NA,NA,"bounds_rt","160","3000",NA,NA,NA,"accuracy","25%",NA,NA,0.126726277248412,0.147337903546547,999,2527,409134,51365
"performance",NA,"10%",NA,NA,"bounds_rt","160","3000",NA,NA,NA,"accuracy","50%",NA,NA,0.125664912528018,0.141399143382629,996,2527,409134,51894
"performance",NA,"10%",NA,NA,"bounds_rt","160","3000",NA,NA,NA,"accuracy+sample","25%",NA,"30",0.126726277248412,0.147337903546547,999,2527,409134,51365
"performance",NA,"10%",NA,NA,"bounds_rt","160","3000",NA,NA,NA,"accuracy+sample","25%",NA,"50",0.126726277248412,0.147337903546547,999,2527,409134,51365
"performance",NA,"10%",NA,NA,"bounds_rt","160","3000",NA,NA,NA,"accuracy+sample","50%",NA,"30",0.125664912528018,0.141399143382629,996,2527,409134,51894
"performance",NA,"10%",NA,NA,"bounds_rt","160","3000",NA,NA,NA,"accuracy+sample","50%",NA,"50",0.125664912528018,0.141399143382629,996,2527,409134,51894
"performance",NA,"10%",NA,NA,"bounds_rt","160","3000",NA,NA,NA,"lower_bound_accuracy",NA,"10%",NA,0.12223574842554,0.136623196567986,960,2527,409134,62164
"performance",NA,"10%",NA,NA,"bounds_rt","160","3000",NA,NA,NA,"lower_bound_accuracy",NA,"5%",NA,0.124079892736798,0.140646823836575,977,2527,409134,56800
"performance",NA,"10%",NA,NA,"bounds_rt","160","3000",NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%","30",0.12223574842554,0.136623196567986,960,2527,409134,62164
"performance",NA,"10%",NA,NA,"bounds_rt","160","3000",NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%","50",0.12223574842554,0.136623196567986,960,2527,409134,62164
"performance",NA,"10%",NA,NA,"bounds_rt","160","3000",NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%","30",0.124079892736798,0.140646823836575,977,2527,409134,56800
"performance",NA,"10%",NA,NA,"bounds_rt","160","3000",NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%","50",0.124079892736798,0.140646823836575,977,2527,409134,56800
"performance",NA,"10%",NA,NA,"bounds_rt","160","3000",NA,NA,NA,"none",NA,NA,NA,0.126704493203873,0.147265753582015,1000,2527,409134,51347
"performance",NA,"10%",NA,NA,"bounds_rt","200","2500",NA,NA,NA,"accuracy","25%",NA,NA,0.12983053074457,0.148030163172871,999,2527,409134,51986
"performance",NA,"10%",NA,NA,"bounds_rt","200","2500",NA,NA,NA,"accuracy","50%",NA,NA,0.129011702840212,0.144370087884188,996,2527,409134,52506
"performance",NA,"10%",NA,NA,"bounds_rt","200","2500",NA,NA,NA,"accuracy+sample","25%",NA,"30",0.12983053074457,0.148030163172871,999,2527,409134,51986
"performance",NA,"10%",NA,NA,"bounds_rt","200","2500",NA,NA,NA,"accuracy+sample","25%",NA,"50",0.12983053074457,0.148030163172871,999,2527,409134,51986
