"P_type","P_accuracy","P_performance","P_numtrials","P_rtvar","T_type","T_lower_rt","T_upper_rt","T_lower_pct","T_upper_pct","T_z","S_type","S_accuracy","S_lower_acc_trim","S_sample_size","mean_priming_z","sd_priming_z","n_targets","number_parts","total_rows","number_exclude"
"accuracy+rtvar","80%",NA,NA,"10%","bounds_percent+z",NA,NA,"5%","10%","2.5","accuracy+sample","25%",NA,"50",0.145491332558554,0.167332159779645,999,2366,409134,116071
"accuracy+rtvar","80%",NA,NA,"10%","bounds_percent+z",NA,NA,"5%","10%","2.5","accuracy+sample","50%",NA,"30",0.144902805685974,0.166496311813516,996,2366,409134,116410
"accuracy+rtvar","80%",NA,NA,"10%","bounds_percent+z",NA,NA,"5%","10%","2.5","accuracy+sample","50%",NA,"50",0.144902805685974,0.166496311813516,996,2366,409134,116410
"accuracy+rtvar","80%",NA,NA,"10%","bounds_percent+z",NA,NA,"5%","10%","2.5","lower_bound_accuracy",NA,"10%",NA,0.140136448869306,0.162897418558548,960,2366,409134,124353
"accuracy+rtvar","80%",NA,NA,"10%","bounds_percent+z",NA,NA,"5%","10%","2.5","lower_bound_accuracy",NA,"5%",NA,0.14261715189687,0.164938862192737,977,2366,409134,120057
"accuracy+rtvar","80%",NA,NA,"10%","bounds_percent+z",NA,NA,"5%","10%","2.5","lower_bound_accuracy+sample",NA,"10%","30",0.140136448869306,0.162897418558548,960,2366,409134,124353
"accuracy+rtvar","80%",NA,NA,"10%","bounds_percent+z",NA,NA,"5%","10%","2.5","lower_bound_accuracy+sample",NA,"10%","50",0.140136448869306,0.162897418558548,960,2366,409134,124353
"accuracy+rtvar","80%",NA,NA,"10%","bounds_percent+z",NA,NA,"5%","10%","2.5","lower_bound_accuracy+sample",NA,"5%","30",0.14261715189687,0.164938862192737,977,2366,409134,120057
"accuracy+rtvar","80%",NA,NA,"10%","bounds_percent+z",NA,NA,"5%","10%","2.5","lower_bound_accuracy+sample",NA,"5%","50",0.14261715189687,0.164938862192737,977,2366,409134,120057
"accuracy+rtvar","80%",NA,NA,"10%","bounds_percent+z",NA,NA,"5%","10%","2.5","none",NA,NA,NA,0.145795742142683,0.167525188588623,1000,2366,409134,116061
"accuracy+rtvar","80%",NA,NA,"10%","bounds_percent+z",NA,NA,"5%","10%","3.0","accuracy","25%",NA,NA,0.150726599553553,0.174616943598583,999,2366,409134,113893
"accuracy+rtvar","80%",NA,NA,"10%","bounds_percent+z",NA,NA,"5%","10%","3.0","accuracy","50%",NA,NA,0.150262355447342,0.173744108104325,996,2366,409134,114250
"accuracy+rtvar","80%",NA,NA,"10%","bounds_percent+z",NA,NA,"5%","10%","3.0","accuracy+sample","25%",NA,"30",0.150726599553553,0.174616943598583,999,2366,409134,113893
"accuracy+rtvar","80%",NA,NA,"10%","bounds_percent+z",NA,NA,"5%","10%","3.0","accuracy+sample","25%",NA,"50",0.150726599553553,0.174616943598583,999,2366,409134,113893
"accuracy+rtvar","80%",NA,NA,"10%","bounds_percent+z",NA,NA,"5%","10%","3.0","accuracy+sample","50%",NA,"30",0.150262355447342,0.173744108104325,996,2366,409134,114250
"accuracy+rtvar","80%",NA,NA,"10%","bounds_percent+z",NA,NA,"5%","10%","3.0","accuracy+sample","50%",NA,"50",0.150262355447342,0.173744108104325,996,2366,409134,114250
"accuracy+rtvar","80%",NA,NA,"10%","bounds_percent+z",NA,NA,"5%","10%","3.0","lower_bound_accuracy",NA,"10%",NA,0.145574803521682,0.17014416846821,960,2366,409134,122409
"accuracy+rtvar","80%",NA,NA,"10%","bounds_percent+z",NA,NA,"5%","10%","3.0","lower_bound_accuracy",NA,"5%",NA,0.1480611748368,0.172833712144075,977,2366,409134,118032
"accuracy+rtvar","80%",NA,NA,"10%","bounds_percent+z",NA,NA,"5%","10%","3.0","lower_bound_accuracy+sample",NA,"10%","30",0.145574803521682,0.17014416846821,960,2366,409134,122409
"accuracy+rtvar","80%",NA,NA,"10%","bounds_percent+z",NA,NA,"5%","10%","3.0","lower_bound_accuracy+sample",NA,"10%","50",0.145574803521682,0.17014416846821,960,2366,409134,122409
