"P_type","P_accuracy","P_performance","P_numtrials","P_rtvar","T_type","T_lower_rt","T_upper_rt","T_lower_pct","T_upper_pct","T_z","S_type","S_accuracy","S_lower_acc_trim","S_sample_size","mean_priming_z","sd_priming_z","n_targets","number_parts","total_rows","number_exclude"
"accuracy+rtvar","80%",NA,NA,"5%","bounds_rt","100","2500",NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%","30",0.123105090591396,0.137697190776972,960,2506,409134,67468
"accuracy+rtvar","80%",NA,NA,"5%","bounds_rt","100","2500",NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%","50",0.123105090591396,0.137697190776972,960,2506,409134,67468
"accuracy+rtvar","80%",NA,NA,"5%","bounds_rt","100","2500",NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%","30",0.124981538291424,0.141702997923902,977,2506,409134,62192
"accuracy+rtvar","80%",NA,NA,"5%","bounds_rt","100","2500",NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%","50",0.124981538291424,0.141702997923902,977,2506,409134,62192
"accuracy+rtvar","80%",NA,NA,"5%","bounds_rt","100","2500",NA,NA,NA,"none",NA,NA,NA,0.127277560823095,0.145460277251842,1000,2506,409134,56849
"accuracy+rtvar","80%",NA,NA,"5%","bounds_rt","100","3000",NA,NA,NA,"accuracy","25%",NA,NA,0.124446956378231,0.144289172709436,999,2506,409134,56300
"accuracy+rtvar","80%",NA,NA,"5%","bounds_rt","100","3000",NA,NA,NA,"accuracy","50%",NA,NA,0.123572863315389,0.139335518064699,996,2506,409134,56831
"accuracy+rtvar","80%",NA,NA,"5%","bounds_rt","100","3000",NA,NA,NA,"accuracy+sample","25%",NA,"30",0.124446956378231,0.144289172709436,999,2506,409134,56300
"accuracy+rtvar","80%",NA,NA,"5%","bounds_rt","100","3000",NA,NA,NA,"accuracy+sample","25%",NA,"50",0.124446956378231,0.144289172709436,999,2506,409134,56300
"accuracy+rtvar","80%",NA,NA,"5%","bounds_rt","100","3000",NA,NA,NA,"accuracy+sample","50%",NA,"30",0.123572863315389,0.139335518064699,996,2506,409134,56831
"accuracy+rtvar","80%",NA,NA,"5%","bounds_rt","100","3000",NA,NA,NA,"accuracy+sample","50%",NA,"50",0.123572863315389,0.139335518064699,996,2506,409134,56831
"accuracy+rtvar","80%",NA,NA,"5%","bounds_rt","100","3000",NA,NA,NA,"lower_bound_accuracy",NA,"10%",NA,0.120361437102782,0.134502438058595,960,2506,409134,66941
"accuracy+rtvar","80%",NA,NA,"5%","bounds_rt","100","3000",NA,NA,NA,"lower_bound_accuracy",NA,"5%",NA,0.122088474248303,0.13849994343282,977,2506,409134,61652
"accuracy+rtvar","80%",NA,NA,"5%","bounds_rt","100","3000",NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%","30",0.120361437102782,0.134502438058595,960,2506,409134,66941
"accuracy+rtvar","80%",NA,NA,"5%","bounds_rt","100","3000",NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%","50",0.120361437102782,0.134502438058595,960,2506,409134,66941
"accuracy+rtvar","80%",NA,NA,"5%","bounds_rt","100","3000",NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%","30",0.122088474248303,0.13849994343282,977,2506,409134,61652
"accuracy+rtvar","80%",NA,NA,"5%","bounds_rt","100","3000",NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%","50",0.122088474248303,0.13849994343282,977,2506,409134,61652
"accuracy+rtvar","80%",NA,NA,"5%","bounds_rt","100","3000",NA,NA,NA,"none",NA,NA,NA,0.124219009941148,0.144396969268007,1000,2506,409134,56280
"accuracy+rtvar","80%",NA,NA,"5%","bounds_rt","160","2500",NA,NA,NA,"accuracy","25%",NA,NA,0.127499987945602,0.145390752823039,999,2506,409134,56964
"accuracy+rtvar","80%",NA,NA,"5%","bounds_rt","160","2500",NA,NA,NA,"accuracy","50%",NA,NA,0.126876237692274,0.142540216509007,996,2506,409134,57485
