"P_type","P_accuracy","P_performance","P_numtrials","P_rtvar","T_type","T_lower_rt","T_upper_rt","T_lower_pct","T_upper_pct","T_z","S_type","S_accuracy","S_lower_acc_trim","S_sample_size","mean_priming_z","sd_priming_z","n_targets","number_parts","total_rows","number_exclude"
"performance+numtrials",NA,"10%","100",NA,"bounds_percent",NA,NA,"10%","10%",NA,"lower_bound_accuracy",NA,"10%",NA,0.134072314990413,0.172901802593167,960,2514,409134,132427
"performance+numtrials",NA,"10%","100",NA,"bounds_percent",NA,NA,"10%","10%",NA,"lower_bound_accuracy",NA,"5%",NA,0.136738488319751,0.175406150352392,977,2514,409134,127832
"performance+numtrials",NA,"10%","100",NA,"bounds_percent",NA,NA,"10%","10%",NA,"lower_bound_accuracy+sample",NA,"10%","30",0.134072314990413,0.172901802593167,960,2514,409134,132427
"performance+numtrials",NA,"10%","100",NA,"bounds_percent",NA,NA,"10%","10%",NA,"lower_bound_accuracy+sample",NA,"10%","50",0.134072314990413,0.172901802593167,960,2514,409134,132427
"performance+numtrials",NA,"10%","100",NA,"bounds_percent",NA,NA,"10%","10%",NA,"lower_bound_accuracy+sample",NA,"5%","30",0.136738488319751,0.175406150352392,977,2514,409134,127832
"performance+numtrials",NA,"10%","100",NA,"bounds_percent",NA,NA,"10%","10%",NA,"lower_bound_accuracy+sample",NA,"5%","50",0.136738488319751,0.175406150352392,977,2514,409134,127832
"performance+numtrials",NA,"10%","100",NA,"bounds_percent",NA,NA,"10%","10%",NA,"none",NA,NA,NA,0.138805482505152,0.185437106364842,1000,2514,409134,123329
"performance+numtrials",NA,"10%","100",NA,"bounds_percent",NA,NA,"10%","5%",NA,"accuracy","25%",NA,NA,0.126618178573735,0.165396705094916,999,2514,409134,114905
"performance+numtrials",NA,"10%","100",NA,"bounds_percent",NA,NA,"10%","5%",NA,"accuracy","50%",NA,NA,0.125419639804426,0.162204454430992,996,2514,409134,115359
"performance+numtrials",NA,"10%","100",NA,"bounds_percent",NA,NA,"10%","5%",NA,"accuracy+sample","25%",NA,"30",0.126618178573735,0.165396705094916,999,2514,409134,114905
"performance+numtrials",NA,"10%","100",NA,"bounds_percent",NA,NA,"10%","5%",NA,"accuracy+sample","25%",NA,"50",0.126618178573735,0.165396705094916,999,2514,409134,114905
"performance+numtrials",NA,"10%","100",NA,"bounds_percent",NA,NA,"10%","5%",NA,"accuracy+sample","50%",NA,"30",0.125419639804426,0.162204454430992,996,2514,409134,115359
"performance+numtrials",NA,"10%","100",NA,"bounds_percent",NA,NA,"10%","5%",NA,"accuracy+sample","50%",NA,"50",0.125419639804426,0.162204454430992,996,2514,409134,115359
"performance+numtrials",NA,"10%","100",NA,"bounds_percent",NA,NA,"10%","5%",NA,"lower_bound_accuracy",NA,"10%",NA,0.119584160001694,0.155248456637532,960,2514,409134,124700
"performance+numtrials",NA,"10%","100",NA,"bounds_percent",NA,NA,"10%","5%",NA,"lower_bound_accuracy",NA,"5%",NA,0.122252993551609,0.158561890608714,977,2514,409134,119828
"performance+numtrials",NA,"10%","100",NA,"bounds_percent",NA,NA,"10%","5%",NA,"lower_bound_accuracy+sample",NA,"10%","30",0.119584160001694,0.155248456637532,960,2514,409134,124700
"performance+numtrials",NA,"10%","100",NA,"bounds_percent",NA,NA,"10%","5%",NA,"lower_bound_accuracy+sample",NA,"10%","50",0.119584160001694,0.155248456637532,960,2514,409134,124700
"performance+numtrials",NA,"10%","100",NA,"bounds_percent",NA,NA,"10%","5%",NA,"lower_bound_accuracy+sample",NA,"5%","30",0.122252993551609,0.158561890608714,977,2514,409134,119828
"performance+numtrials",NA,"10%","100",NA,"bounds_percent",NA,NA,"10%","5%",NA,"lower_bound_accuracy+sample",NA,"5%","50",0.122252993551609,0.158561890608714,977,2514,409134,119828
"performance+numtrials",NA,"10%","100",NA,"bounds_percent",NA,NA,"10%","5%",NA,"none",NA,NA,NA,0.125601976120355,0.168408295606245,1000,2514,409134,114900
