"P_type","P_accuracy","P_performance","P_numtrials","P_rtvar","T_type","T_lower_rt","T_upper_rt","T_lower_pct","T_upper_pct","T_z","S_type","S_accuracy","S_lower_acc_trim","S_sample_size","mean_priming_z","sd_priming_z","n_targets","number_parts","total_rows","number_exclude"
"accuracy+rtvar","85%",NA,NA,"5%","bounds_rt","100","3000",NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%","50",0.120346438708592,0.135677157205397,960,2419,409134,77258
"accuracy+rtvar","85%",NA,NA,"5%","bounds_rt","100","3000",NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%","30",0.122075021485687,0.139782003746917,977,2419,409134,72117
"accuracy+rtvar","85%",NA,NA,"5%","bounds_rt","100","3000",NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%","50",0.122075021485687,0.139782003746917,977,2419,409134,72117
"accuracy+rtvar","85%",NA,NA,"5%","bounds_rt","100","3000",NA,NA,NA,"none",NA,NA,NA,0.124246303570792,0.146715581984124,1000,2419,409134,66895
"accuracy+rtvar","85%",NA,NA,"5%","bounds_rt","160","2500",NA,NA,NA,"accuracy","25%",NA,NA,0.127643169547555,0.147299468930419,999,2419,409134,67530
"accuracy+rtvar","85%",NA,NA,"5%","bounds_rt","160","2500",NA,NA,NA,"accuracy","50%",NA,NA,0.126865247410962,0.143836473668406,996,2419,409134,68034
"accuracy+rtvar","85%",NA,NA,"5%","bounds_rt","160","2500",NA,NA,NA,"accuracy+sample","25%",NA,"30",0.127643169547555,0.147299468930419,999,2419,409134,67530
"accuracy+rtvar","85%",NA,NA,"5%","bounds_rt","160","2500",NA,NA,NA,"accuracy+sample","25%",NA,"50",0.127643169547555,0.147299468930419,999,2419,409134,67530
"accuracy+rtvar","85%",NA,NA,"5%","bounds_rt","160","2500",NA,NA,NA,"accuracy+sample","50%",NA,"30",0.126865247410962,0.143836473668406,996,2419,409134,68034
"accuracy+rtvar","85%",NA,NA,"5%","bounds_rt","160","2500",NA,NA,NA,"accuracy+sample","50%",NA,"50",0.126865247410962,0.143836473668406,996,2419,409134,68034
"accuracy+rtvar","85%",NA,NA,"5%","bounds_rt","160","2500",NA,NA,NA,"lower_bound_accuracy",NA,"10%",NA,0.123087289290833,0.138930175308595,960,2419,409134,77830
"accuracy+rtvar","85%",NA,NA,"5%","bounds_rt","160","2500",NA,NA,NA,"lower_bound_accuracy",NA,"5%",NA,0.125008843198791,0.143090313255219,977,2419,409134,72704
"accuracy+rtvar","85%",NA,NA,"5%","bounds_rt","160","2500",NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%","30",0.123087289290833,0.138930175308595,960,2419,409134,77830
"accuracy+rtvar","85%",NA,NA,"5%","bounds_rt","160","2500",NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%","50",0.123087289290833,0.138930175308595,960,2419,409134,77830
"accuracy+rtvar","85%",NA,NA,"5%","bounds_rt","160","2500",NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%","30",0.125008843198791,0.143090313255219,977,2419,409134,72704
"accuracy+rtvar","85%",NA,NA,"5%","bounds_rt","160","2500",NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%","50",0.125008843198791,0.143090313255219,977,2419,409134,72704
"accuracy+rtvar","85%",NA,NA,"5%","bounds_rt","160","2500",NA,NA,NA,"none",NA,NA,NA,0.12734742431132,0.147522472659388,1000,2419,409134,67512
"accuracy+rtvar","85%",NA,NA,"5%","bounds_rt","160","3000",NA,NA,NA,"accuracy","25%",NA,NA,0.124580364002426,0.146556498442516,999,2419,409134,66988
"accuracy+rtvar","85%",NA,NA,"5%","bounds_rt","160","3000",NA,NA,NA,"accuracy","50%",NA,NA,0.123556342269041,0.140724609335453,996,2419,409134,67501
"accuracy+rtvar","85%",NA,NA,"5%","bounds_rt","160","3000",NA,NA,NA,"accuracy+sample","25%",NA,"30",0.124580364002426,0.146556498442516,999,2419,409134,66988
