"P_type","P_accuracy","P_performance","P_numtrials","P_rtvar","T_type","T_lower_rt","T_upper_rt","T_lower_pct","T_upper_pct","T_z","S_type","S_accuracy","S_lower_acc_trim","S_sample_size","mean_priming_z","sd_priming_z","n_targets","number_parts","total_rows","number_exclude"
"accuracy+numtrials","75%",NA,"50",NA,"bounds_rt+z","200","3000",NA,NA,"3.0","lower_bound_accuracy+sample",NA,"5%","50",0.112849336211238,0.120197017231333,977,2669,409134,41566
"accuracy+numtrials","75%",NA,"50",NA,"bounds_rt+z","200","3000",NA,NA,"3.0","none",NA,NA,NA,0.115531789173152,0.123156875320571,1000,2669,409134,36080
"accuracy+numtrials","75%",NA,"50",NA,"none",NA,NA,NA,NA,NA,"accuracy","25%",NA,NA,0.125971314514283,0.143138252599909,999,2669,409134,32009
"accuracy+numtrials","75%",NA,"50",NA,"none",NA,NA,NA,NA,NA,"accuracy","50%",NA,NA,0.125066610328509,0.138938664408229,996,2669,409134,32570
"accuracy+numtrials","75%",NA,"50",NA,"none",NA,NA,NA,NA,NA,"accuracy+sample","25%",NA,"30",0.125971314514283,0.143138252599909,999,2669,409134,32009
"accuracy+numtrials","75%",NA,"50",NA,"none",NA,NA,NA,NA,NA,"accuracy+sample","25%",NA,"50",0.125971314514283,0.143138252599909,999,2669,409134,32009
"accuracy+numtrials","75%",NA,"50",NA,"none",NA,NA,NA,NA,NA,"accuracy+sample","50%",NA,"30",0.125066610328509,0.138938664408229,996,2669,409134,32570
"accuracy+numtrials","75%",NA,"50",NA,"none",NA,NA,NA,NA,NA,"accuracy+sample","50%",NA,"50",0.125066610328509,0.138938664408229,996,2669,409134,32570
"accuracy+numtrials","75%",NA,"50",NA,"none",NA,NA,NA,NA,NA,"lower_bound_accuracy",NA,"10%",NA,0.121615289989354,0.13456760331132,960,2669,409134,43343
"accuracy+numtrials","75%",NA,"50",NA,"none",NA,NA,NA,NA,NA,"lower_bound_accuracy",NA,"5%",NA,0.123408922451117,0.138371076265555,977,2669,409134,37706
"accuracy+numtrials","75%",NA,"50",NA,"none",NA,NA,NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%","30",0.121615289989354,0.13456760331132,960,2669,409134,43343
"accuracy+numtrials","75%",NA,"50",NA,"none",NA,NA,NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%","50",0.121615289989354,0.13456760331132,960,2669,409134,43343
"accuracy+numtrials","75%",NA,"50",NA,"none",NA,NA,NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%","30",0.123408922451117,0.138371076265555,977,2669,409134,37706
"accuracy+numtrials","75%",NA,"50",NA,"none",NA,NA,NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%","50",0.123408922451117,0.138371076265555,977,2669,409134,37706
"accuracy+numtrials","75%",NA,"50",NA,"none",NA,NA,NA,NA,NA,"none",NA,NA,NA,0.125895103319116,0.143086891206702,1000,2669,409134,31984
"accuracy+numtrials","80%",NA,"100",NA,"bounds_percent",NA,NA,"10%","10%",NA,"accuracy","25%",NA,NA,0.139000757445088,0.176282753215361,999,2627,409134,113450
"accuracy+numtrials","80%",NA,"100",NA,"bounds_percent",NA,NA,"10%","10%",NA,"accuracy","50%",NA,NA,0.138182825927701,0.174200117697762,996,2627,409134,113856
"accuracy+numtrials","80%",NA,"100",NA,"bounds_percent",NA,NA,"10%","10%",NA,"accuracy+sample","25%",NA,"30",0.139000757445088,0.176282753215361,999,2627,409134,113450
"accuracy+numtrials","80%",NA,"100",NA,"bounds_percent",NA,NA,"10%","10%",NA,"accuracy+sample","25%",NA,"50",0.139000757445088,0.176282753215361,999,2627,409134,113450
"accuracy+numtrials","80%",NA,"100",NA,"bounds_percent",NA,NA,"10%","10%",NA,"accuracy+sample","50%",NA,"30",0.138182825927701,0.174200117697762,996,2627,409134,113856
