"","P_type","P_accuracy","P_performance","P_numtrials","P_rtvar","T_type","T_lower_rt","T_upper_rt","T_lower_pct","T_upper_pct","T_z","S_type","S_accuracy","S_lower_acc_trim","S_sample_size","mean_priming_z","sd_priming_z","n_targets","number_parts","total_rows","number_exclude"
"1037","accuracy","85%",NA,NA,NA,"bounds_rt",160,2500,NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%",30,0.125601612855516,0.140594726796305,960,2550,409134,54517
"1038","accuracy","85%",NA,NA,NA,"bounds_rt",160,2500,NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%",50,0.125601612855516,0.140594726796305,960,2550,409134,54517
"1039","accuracy","85%",NA,NA,NA,"bounds_rt",160,2500,NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%",30,0.126735717871241,0.143227917405516,977,2550,409134,48326
"1040","accuracy","85%",NA,NA,NA,"bounds_rt",160,2500,NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%",50,0.126735717871241,0.143227917405516,977,2550,409134,48326
"1041","accuracy","85%",NA,NA,NA,"bounds_rt",160,2500,NA,NA,NA,"none",NA,NA,NA,0.125900043719089,0.143529271821588,1000,2550,409134,40123
"1042","accuracy","85%",NA,NA,NA,"bounds_rt",160,3000,NA,NA,NA,"accuracy","25%",NA,NA,0.123299460941115,0.147517378377433,999,2550,409134,39134
"1043","accuracy","85%",NA,NA,NA,"bounds_rt",160,3000,NA,NA,NA,"accuracy","50%",NA,NA,0.123856401121314,0.147261118025544,996,2550,409134,40234
"1044","accuracy","85%",NA,NA,NA,"bounds_rt",160,3000,NA,NA,NA,"accuracy+sample","25%",NA,30,0.123299460941115,0.147517378377433,999,2550,409134,39134
"1045","accuracy","85%",NA,NA,NA,"bounds_rt",160,3000,NA,NA,NA,"accuracy+sample","25%",NA,50,0.123299460941115,0.147517378377433,999,2550,409134,39134
"1046","accuracy","85%",NA,NA,NA,"bounds_rt",160,3000,NA,NA,NA,"accuracy+sample","50%",NA,30,0.123856401121314,0.147261118025544,996,2550,409134,40234
"1047","accuracy","85%",NA,NA,NA,"bounds_rt",160,3000,NA,NA,NA,"accuracy+sample","50%",NA,50,0.123856401121314,0.147261118025544,996,2550,409134,40234
"1048","accuracy","85%",NA,NA,NA,"bounds_rt",160,3000,NA,NA,NA,"lower_bound_accuracy",NA,"10%",NA,0.122757159762662,0.144249459807713,960,2550,409134,53293
"1049","accuracy","85%",NA,NA,NA,"bounds_rt",160,3000,NA,NA,NA,"lower_bound_accuracy",NA,"5%",NA,0.123750974073454,0.147001312304907,977,2550,409134,47065
"1050","accuracy","85%",NA,NA,NA,"bounds_rt",160,3000,NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%",30,0.122757159762662,0.144249459807713,960,2550,409134,53293
"1051","accuracy","85%",NA,NA,NA,"bounds_rt",160,3000,NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%",50,0.122757159762662,0.144249459807713,960,2550,409134,53293
"1052","accuracy","85%",NA,NA,NA,"bounds_rt",160,3000,NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%",30,0.123750974073454,0.147001312304907,977,2550,409134,47065
"1053","accuracy","85%",NA,NA,NA,"bounds_rt",160,3000,NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%",50,0.123750974073454,0.147001312304907,977,2550,409134,47065
"1054","accuracy","85%",NA,NA,NA,"bounds_rt",160,3000,NA,NA,NA,"none",NA,NA,NA,0.123214183436545,0.147468186454072,1000,2550,409134,38780
"1055","accuracy","85%",NA,NA,NA,"bounds_rt",200,2500,NA,NA,NA,"accuracy","25%",NA,NA,0.126001726853711,0.143559088488009,999,2550,409134,40572
"1056","accuracy","85%",NA,NA,NA,"bounds_rt",200,2500,NA,NA,NA,"accuracy","50%",NA,NA,0.126606776044725,0.143210614126426,996,2550,409134,41651
"1057","accuracy","85%",NA,NA,NA,"bounds_rt",200,2500,NA,NA,NA,"accuracy+sample","25%",NA,30,0.126001726853711,0.143559088488009,999,2550,409134,40572
"1058","accuracy","85%",NA,NA,NA,"bounds_rt",200,2500,NA,NA,NA,"accuracy+sample","25%",NA,50,0.126001726853711,0.143559088488009,999,2550,409134,40572
"1059","accuracy","85%",NA,NA,NA,"bounds_rt",200,2500,NA,NA,NA,"accuracy+sample","50%",NA,30,0.126606776044725,0.143210614126426,996,2550,409134,41651
"1060","accuracy","85%",NA,NA,NA,"bounds_rt",200,2500,NA,NA,NA,"accuracy+sample","50%",NA,50,0.126606776044725,0.143210614126426,996,2550,409134,41651
"1061","accuracy","85%",NA,NA,NA,"bounds_rt",200,2500,NA,NA,NA,"lower_bound_accuracy",NA,"10%",NA,0.125594239024932,0.140550453771624,960,2550,409134,54612
"1062","accuracy","85%",NA,NA,NA,"bounds_rt",200,2500,NA,NA,NA,"lower_bound_accuracy",NA,"5%",NA,0.126724983024301,0.143181041727926,977,2550,409134,48422
"1063","accuracy","85%",NA,NA,NA,"bounds_rt",200,2500,NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%",30,0.125594239024932,0.140550453771624,960,2550,409134,54612
"1064","accuracy","85%",NA,NA,NA,"bounds_rt",200,2500,NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%",50,0.125594239024932,0.140550453771624,960,2550,409134,54612
"1065","accuracy","85%",NA,NA,NA,"bounds_rt",200,2500,NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%",30,0.126724983024301,0.143181041727926,977,2550,409134,48422
"1066","accuracy","85%",NA,NA,NA,"bounds_rt",200,2500,NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%",50,0.126724983024301,0.143181041727926,977,2550,409134,48422
"1067","accuracy","85%",NA,NA,NA,"bounds_rt",200,2500,NA,NA,NA,"none",NA,NA,NA,0.125863547571146,0.143553737533751,1000,2550,409134,40221
"1068","accuracy","85%",NA,NA,NA,"bounds_rt",200,3000,NA,NA,NA,"accuracy","25%",NA,NA,0.123261490527074,0.147554079468911,999,2550,409134,39232
"1069","accuracy","85%",NA,NA,NA,"bounds_rt",200,3000,NA,NA,NA,"accuracy","50%",NA,NA,0.12383448593625,0.147260554413528,996,2550,409134,40331
"1070","accuracy","85%",NA,NA,NA,"bounds_rt",200,3000,NA,NA,NA,"accuracy+sample","25%",NA,30,0.123261490527074,0.147554079468911,999,2550,409134,39232
"1071","accuracy","85%",NA,NA,NA,"bounds_rt",200,3000,NA,NA,NA,"accuracy+sample","25%",NA,50,0.123261490527074,0.147554079468911,999,2550,409134,39232
"1072","accuracy","85%",NA,NA,NA,"bounds_rt",200,3000,NA,NA,NA,"accuracy+sample","50%",NA,30,0.12383448593625,0.147260554413528,996,2550,409134,40331
"1073","accuracy","85%",NA,NA,NA,"bounds_rt",200,3000,NA,NA,NA,"accuracy+sample","50%",NA,50,0.12383448593625,0.147260554413528,996,2550,409134,40331
"1074","accuracy","85%",NA,NA,NA,"bounds_rt",200,3000,NA,NA,NA,"lower_bound_accuracy",NA,"10%",NA,0.122748638363885,0.144208391307828,960,2550,409134,53388
"1075","accuracy","85%",NA,NA,NA,"bounds_rt",200,3000,NA,NA,NA,"lower_bound_accuracy",NA,"5%",NA,0.12373870388756,0.146960494731287,977,2550,409134,47161
"1076","accuracy","85%",NA,NA,NA,"bounds_rt",200,3000,NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%",30,0.122748638363885,0.144208391307828,960,2550,409134,53388
"1077","accuracy","85%",NA,NA,NA,"bounds_rt",200,3000,NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%",50,0.122748638363885,0.144208391307828,960,2550,409134,53388
"1078","accuracy","85%",NA,NA,NA,"bounds_rt",200,3000,NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%",30,0.12373870388756,0.146960494731287,977,2550,409134,47161
"1079","accuracy","85%",NA,NA,NA,"bounds_rt",200,3000,NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%",50,0.12373870388756,0.146960494731287,977,2550,409134,47161
"1080","accuracy","85%",NA,NA,NA,"bounds_rt",200,3000,NA,NA,NA,"none",NA,NA,NA,0.123175772349879,0.147505118465263,1000,2550,409134,38878
"1081","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,2.5,"accuracy","25%",NA,NA,0.111793413758494,0.119732357293489,999,2550,409134,45945
"1082","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,2.5,"accuracy","50%",NA,NA,0.112064533935078,0.119663355438505,996,2550,409134,46930
"1083","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,2.5,"accuracy+sample","25%",NA,30,0.111793413758494,0.119732357293489,999,2550,409134,45945
"1084","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,2.5,"accuracy+sample","25%",NA,50,0.111793413758494,0.119732357293489,999,2550,409134,45945
"1085","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,2.5,"accuracy+sample","50%",NA,30,0.112064533935078,0.119663355438505,996,2550,409134,46930
"1086","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,2.5,"accuracy+sample","50%",NA,50,0.112064533935078,0.119663355438505,996,2550,409134,46930
"1087","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,2.5,"lower_bound_accuracy",NA,"10%",NA,0.111050160714234,0.118376747179133,960,2550,409134,59307
"1088","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,2.5,"lower_bound_accuracy",NA,"5%",NA,0.112082413941859,0.119421977655606,977,2550,409134,53359
"1089","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,2.5,"lower_bound_accuracy+sample",NA,"10%",30,0.111050160714234,0.118376747179133,960,2550,409134,59307
"1090","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,2.5,"lower_bound_accuracy+sample",NA,"10%",50,0.111050160714234,0.118376747179133,960,2550,409134,59307
"1091","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,2.5,"lower_bound_accuracy+sample",NA,"5%",30,0.112082413941859,0.119421977655606,977,2550,409134,53359
"1092","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,2.5,"lower_bound_accuracy+sample",NA,"5%",50,0.112082413941859,0.119421977655606,977,2550,409134,53359
"1093","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,2.5,"none",NA,NA,NA,0.111778283921413,0.11967337259163,1000,2550,409134,45603
"1094","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,3,"accuracy","25%",NA,NA,0.115866557822118,0.125041198855077,999,2550,409134,44111
"1095","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,3,"accuracy","50%",NA,NA,0.116115147231719,0.124975381895586,996,2550,409134,45126
"1096","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,3,"accuracy+sample","25%",NA,30,0.115866557822118,0.125041198855077,999,2550,409134,44111
"1097","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,3,"accuracy+sample","25%",NA,50,0.115866557822118,0.125041198855077,999,2550,409134,44111
"1098","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,3,"accuracy+sample","50%",NA,30,0.116115147231719,0.124975381895586,996,2550,409134,45126
"1099","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,3,"accuracy+sample","50%",NA,50,0.116115147231719,0.124975381895586,996,2550,409134,45126
"1100","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,3,"lower_bound_accuracy",NA,"10%",NA,0.115078681899946,0.123347934732746,960,2550,409134,57691
"1101","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,3,"lower_bound_accuracy",NA,"5%",NA,0.116054195210321,0.12477780222685,977,2550,409134,51660
"1102","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,3,"lower_bound_accuracy+sample",NA,"10%",30,0.115078681899946,0.123347934732746,960,2550,409134,57691
"1103","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,3,"lower_bound_accuracy+sample",NA,"10%",50,0.115078681899946,0.123347934732746,960,2550,409134,57691
"1104","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,3,"lower_bound_accuracy+sample",NA,"5%",30,0.116054195210321,0.12477780222685,977,2550,409134,51660
"1105","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,3,"lower_bound_accuracy+sample",NA,"5%",50,0.116054195210321,0.12477780222685,977,2550,409134,51660
"1106","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,3,"none",NA,NA,NA,0.115863109539172,0.124978647573922,1000,2550,409134,43766
"1107","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,2.5,"accuracy","25%",NA,NA,0.108624790203156,0.115908749427241,999,2550,409134,45248
"1108","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,2.5,"accuracy","50%",NA,NA,0.108892797719458,0.115830172555046,996,2550,409134,46243
"1109","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,2.5,"accuracy+sample","25%",NA,30,0.108624790203156,0.115908749427241,999,2550,409134,45248
"1110","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,2.5,"accuracy+sample","25%",NA,50,0.108624790203156,0.115908749427241,999,2550,409134,45248
"1111","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,2.5,"accuracy+sample","50%",NA,30,0.108892797719458,0.115830172555046,996,2550,409134,46243
"1112","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,2.5,"accuracy+sample","50%",NA,50,0.108892797719458,0.115830172555046,996,2550,409134,46243
"1113","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,2.5,"lower_bound_accuracy",NA,"10%",NA,0.107987990383213,0.114498833657792,960,2550,409134,58673
"1114","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,2.5,"lower_bound_accuracy",NA,"5%",NA,0.108968197771521,0.115610739790268,977,2550,409134,52699
"1115","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,2.5,"lower_bound_accuracy+sample",NA,"10%",30,0.107987990383213,0.114498833657792,960,2550,409134,58673
"1116","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,2.5,"lower_bound_accuracy+sample",NA,"10%",50,0.107987990383213,0.114498833657792,960,2550,409134,58673
"1117","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,2.5,"lower_bound_accuracy+sample",NA,"5%",30,0.108968197771521,0.115610739790268,977,2550,409134,52699
"1118","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,2.5,"lower_bound_accuracy+sample",NA,"5%",50,0.108968197771521,0.115610739790268,977,2550,409134,52699
"1119","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,2.5,"none",NA,NA,NA,0.108599581921876,0.115853465052849,1000,2550,409134,44905
"1120","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,3,"accuracy","25%",NA,NA,0.112782901594865,0.121225062196427,999,2550,409134,43497
"1121","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,3,"accuracy","50%",NA,NA,0.113083664478839,0.121097671906248,996,2550,409134,44519
"1122","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,3,"accuracy+sample","25%",NA,30,0.112782901594865,0.121225062196427,999,2550,409134,43497
"1123","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,3,"accuracy+sample","25%",NA,50,0.112782901594865,0.121225062196427,999,2550,409134,43497
"1124","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,3,"accuracy+sample","50%",NA,30,0.113083664478839,0.121097671906248,996,2550,409134,44519
"1125","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,3,"accuracy+sample","50%",NA,50,0.113083664478839,0.121097671906248,996,2550,409134,44519
"1126","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,3,"lower_bound_accuracy",NA,"10%",NA,0.112038353083256,0.119490256324749,960,2550,409134,57135
"1127","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,3,"lower_bound_accuracy",NA,"5%",NA,0.113055986862584,0.120897700240334,977,2550,409134,51086
"1128","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,3,"lower_bound_accuracy+sample",NA,"10%",30,0.112038353083256,0.119490256324749,960,2550,409134,57135
"1129","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,3,"lower_bound_accuracy+sample",NA,"10%",50,0.112038353083256,0.119490256324749,960,2550,409134,57135
"1130","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,3,"lower_bound_accuracy+sample",NA,"5%",30,0.113055986862584,0.120897700240334,977,2550,409134,51086
"1131","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,3,"lower_bound_accuracy+sample",NA,"5%",50,0.113055986862584,0.120897700240334,977,2550,409134,51086
"1132","accuracy","85%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,3,"none",NA,NA,NA,0.112752328153002,0.1211682310424,1000,2550,409134,43150
"1133","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,2.5,"accuracy","25%",NA,NA,0.111769104802782,0.119778655375217,999,2550,409134,46027
"1134","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,2.5,"accuracy","50%",NA,NA,0.112040445994677,0.119709324132732,996,2550,409134,47012
"1135","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,2.5,"accuracy+sample","25%",NA,30,0.111769104802782,0.119778655375217,999,2550,409134,46027
"1136","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,2.5,"accuracy+sample","25%",NA,50,0.111769104802782,0.119778655375217,999,2550,409134,46027
"1137","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,2.5,"accuracy+sample","50%",NA,30,0.112040445994677,0.119709324132732,996,2550,409134,47012
"1138","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,2.5,"accuracy+sample","50%",NA,50,0.112040445994677,0.119709324132732,996,2550,409134,47012
"1139","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,2.5,"lower_bound_accuracy",NA,"10%",NA,0.110981600549942,0.118409808364286,960,2550,409134,59386
"1140","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,2.5,"lower_bound_accuracy",NA,"5%",NA,0.112043200635555,0.119474476551588,977,2550,409134,53440
"1141","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,2.5,"lower_bound_accuracy+sample",NA,"10%",30,0.110981600549942,0.118409808364286,960,2550,409134,59386
"1142","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,2.5,"lower_bound_accuracy+sample",NA,"10%",50,0.110981600549942,0.118409808364286,960,2550,409134,59386
"1143","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,2.5,"lower_bound_accuracy+sample",NA,"5%",30,0.112043200635555,0.119474476551588,977,2550,409134,53440
"1144","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,2.5,"lower_bound_accuracy+sample",NA,"5%",50,0.112043200635555,0.119474476551588,977,2550,409134,53440
"1145","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,2.5,"none",NA,NA,NA,0.111753532659653,0.119719703840118,1000,2550,409134,45685
"1146","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,3,"accuracy","25%",NA,NA,0.115859762544564,0.125112601431866,999,2550,409134,44193
"1147","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,3,"accuracy","50%",NA,NA,0.116108573076489,0.125046497349461,996,2550,409134,45208
"1148","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,3,"accuracy+sample","25%",NA,30,0.115859762544564,0.125112601431866,999,2550,409134,44193
"1149","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,3,"accuracy+sample","25%",NA,50,0.115859762544564,0.125112601431866,999,2550,409134,44193
"1150","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,3,"accuracy+sample","50%",NA,30,0.116108573076489,0.125046497349461,996,2550,409134,45208
"1151","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,3,"accuracy+sample","50%",NA,50,0.116108573076489,0.125046497349461,996,2550,409134,45208
"1152","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,3,"lower_bound_accuracy",NA,"10%",NA,0.115028104065587,0.123410629628345,960,2550,409134,57770
"1153","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,3,"lower_bound_accuracy",NA,"5%",NA,0.116032626586613,0.124853862392908,977,2550,409134,51741
"1154","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,3,"lower_bound_accuracy+sample",NA,"10%",30,0.115028104065587,0.123410629628345,960,2550,409134,57770
"1155","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,3,"lower_bound_accuracy+sample",NA,"10%",50,0.115028104065587,0.123410629628345,960,2550,409134,57770
"1156","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,3,"lower_bound_accuracy+sample",NA,"5%",30,0.116032626586613,0.124853862392908,977,2550,409134,51741
"1157","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,3,"lower_bound_accuracy+sample",NA,"5%",50,0.116032626586613,0.124853862392908,977,2550,409134,51741
"1158","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,3,"none",NA,NA,NA,0.115855860539754,0.125050027712198,1000,2550,409134,43848
"1159","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,3000,NA,NA,2.5,"accuracy","25%",NA,NA,0.108646930867221,0.115979628768733,999,2550,409134,45329
"1160","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,3000,NA,NA,2.5,"accuracy","50%",NA,NA,0.108915308881166,0.115900719039247,996,2550,409134,46324
"1161","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,3000,NA,NA,2.5,"accuracy+sample","25%",NA,30,0.108646930867221,0.115979628768733,999,2550,409134,45329
"1162","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,3000,NA,NA,2.5,"accuracy+sample","25%",NA,50,0.108646930867221,0.115979628768733,999,2550,409134,45329
"1163","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,3000,NA,NA,2.5,"accuracy+sample","50%",NA,30,0.108915308881166,0.115900719039247,996,2550,409134,46324
"1164","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,3000,NA,NA,2.5,"accuracy+sample","50%",NA,50,0.108915308881166,0.115900719039247,996,2550,409134,46324
"1165","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,3000,NA,NA,2.5,"lower_bound_accuracy",NA,"10%",NA,0.107955768691114,0.114528452398126,960,2550,409134,58750
"1166","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,3000,NA,NA,2.5,"lower_bound_accuracy",NA,"5%",NA,0.108963569538523,0.115658509229599,977,2550,409134,52778
"1167","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,3000,NA,NA,2.5,"lower_bound_accuracy+sample",NA,"10%",30,0.107955768691114,0.114528452398126,960,2550,409134,58750
"1168","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,3000,NA,NA,2.5,"lower_bound_accuracy+sample",NA,"10%",50,0.107955768691114,0.114528452398126,960,2550,409134,58750
"1169","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,3000,NA,NA,2.5,"lower_bound_accuracy+sample",NA,"5%",30,0.108963569538523,0.115658509229599,977,2550,409134,52778
"1170","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,3000,NA,NA,2.5,"lower_bound_accuracy+sample",NA,"5%",50,0.108963569538523,0.115658509229599,977,2550,409134,52778
"1171","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,3000,NA,NA,2.5,"none",NA,NA,NA,0.108621234614534,0.11592441437293,1000,2550,409134,44986
"1172","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,3000,NA,NA,3,"accuracy","25%",NA,NA,0.112762112847318,0.121306884905436,999,2550,409134,43580
"1173","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,3000,NA,NA,3,"accuracy","50%",NA,NA,0.113063076297056,0.1211792405245,996,2550,409134,44602
"1174","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,3000,NA,NA,3,"accuracy+sample","25%",NA,30,0.112762112847318,0.121306884905436,999,2550,409134,43580
"1175","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,3000,NA,NA,3,"accuracy+sample","25%",NA,50,0.112762112847318,0.121306884905436,999,2550,409134,43580
"1176","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,3000,NA,NA,3,"accuracy+sample","50%",NA,30,0.113063076297056,0.1211792405245,996,2550,409134,44602
"1177","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,3000,NA,NA,3,"accuracy+sample","50%",NA,50,0.113063076297056,0.1211792405245,996,2550,409134,44602
"1178","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,3000,NA,NA,3,"lower_bound_accuracy",NA,"10%",NA,0.111975264690902,0.119564730897337,960,2550,409134,57215
"1179","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,3000,NA,NA,3,"lower_bound_accuracy",NA,"5%",NA,0.113020989256296,0.12098581262101,977,2550,409134,51168
"1180","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,3000,NA,NA,3,"lower_bound_accuracy+sample",NA,"10%",30,0.111975264690902,0.119564730897337,960,2550,409134,57215
"1181","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,3000,NA,NA,3,"lower_bound_accuracy+sample",NA,"10%",50,0.111975264690902,0.119564730897337,960,2550,409134,57215
"1182","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,3000,NA,NA,3,"lower_bound_accuracy+sample",NA,"5%",30,0.113020989256296,0.12098581262101,977,2550,409134,51168
"1183","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,3000,NA,NA,3,"lower_bound_accuracy+sample",NA,"5%",50,0.113020989256296,0.12098581262101,977,2550,409134,51168
"1184","accuracy","85%",NA,NA,NA,"bounds_rt+z",160,3000,NA,NA,3,"none",NA,NA,NA,0.112731099710207,0.121250121854447,1000,2550,409134,43233
"1185","accuracy","85%",NA,NA,NA,"bounds_rt+z",200,2500,NA,NA,2.5,"accuracy","25%",NA,NA,0.111750226387082,0.119798947980969,999,2550,409134,46124
"1186","accuracy","85%",NA,NA,NA,"bounds_rt+z",200,2500,NA,NA,2.5,"accuracy","50%",NA,NA,0.11203356313499,0.119707596506927,996,2550,409134,47108
"1187","accuracy","85%",NA,NA,NA,"bounds_rt+z",200,2500,NA,NA,2.5,"accuracy+sample","25%",NA,30,0.111750226387082,0.119798947980969,999,2550,409134,46124
"1188","accuracy","85%",NA,NA,NA,"bounds_rt+z",200,2500,NA,NA,2.5,"accuracy+sample","25%",NA,50,0.111750226387082,0.119798947980969,999,2550,409134,46124
