"","P_type","P_accuracy","P_performance","P_numtrials","P_rtvar","T_type","T_lower_rt","T_upper_rt","T_lower_pct","T_upper_pct","T_z","S_type","S_accuracy","S_lower_acc_trim","S_sample_size","mean_priming_z","sd_priming_z","n_targets","number_parts","total_rows","number_exclude"
"548","accuracy","80%",NA,NA,NA,"bounds_rt",100,2500,NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%",30,0.125611728242092,0.139173393632578,960,2643,409134,42848
"549","accuracy","80%",NA,NA,NA,"bounds_rt",100,2500,NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%",50,0.125611728242092,0.139173393632578,960,2643,409134,42848
"550","accuracy","80%",NA,NA,NA,"bounds_rt",100,2500,NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%",30,0.12669504307164,0.141846392500821,977,2643,409134,36449
"551","accuracy","80%",NA,NA,NA,"bounds_rt",100,2500,NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%",50,0.12669504307164,0.141846392500821,977,2643,409134,36449
"552","accuracy","80%",NA,NA,NA,"bounds_rt",100,2500,NA,NA,NA,"none",NA,NA,NA,0.125948896028082,0.14206348734972,1000,2643,409134,27951
"553","accuracy","80%",NA,NA,NA,"bounds_rt",100,3000,NA,NA,NA,"accuracy","25%",NA,NA,0.123203630213786,0.146640448822642,999,2643,409134,26811
"554","accuracy","80%",NA,NA,NA,"bounds_rt",100,3000,NA,NA,NA,"accuracy","50%",NA,NA,0.123705142560001,0.146440723949275,996,2643,409134,27956
"555","accuracy","80%",NA,NA,NA,"bounds_rt",100,3000,NA,NA,NA,"accuracy+sample","25%",NA,30,0.123203630213786,0.146640448822642,999,2643,409134,26811
"556","accuracy","80%",NA,NA,NA,"bounds_rt",100,3000,NA,NA,NA,"accuracy+sample","25%",NA,50,0.123203630213786,0.146640448822642,999,2643,409134,26811
"557","accuracy","80%",NA,NA,NA,"bounds_rt",100,3000,NA,NA,NA,"accuracy+sample","50%",NA,30,0.123705142560001,0.146440723949275,996,2643,409134,27956
"558","accuracy","80%",NA,NA,NA,"bounds_rt",100,3000,NA,NA,NA,"accuracy+sample","50%",NA,50,0.123705142560001,0.146440723949275,996,2643,409134,27956
"559","accuracy","80%",NA,NA,NA,"bounds_rt",100,3000,NA,NA,NA,"lower_bound_accuracy",NA,"10%",NA,0.12249531012896,0.143302731830636,960,2643,409134,41471
"560","accuracy","80%",NA,NA,NA,"bounds_rt",100,3000,NA,NA,NA,"lower_bound_accuracy",NA,"5%",NA,0.123625657425968,0.146123008396479,977,2643,409134,35031
"561","accuracy","75%",NA,NA,NA,"bounds_percent",NA,NA,"5%","5%",NA,"accuracy","50%",NA,NA,0.134620188362327,0.156440542952751,996,2679,409134,59809
"562","accuracy","75%",NA,NA,NA,"bounds_percent",NA,NA,"5%","5%",NA,"accuracy+sample","25%",NA,30,0.134212977880799,0.156446678376736,999,2679,409134,58778
"563","accuracy","75%",NA,NA,NA,"bounds_percent",NA,NA,"5%","5%",NA,"accuracy+sample","25%",NA,50,0.134212977880799,0.156446678376736,999,2679,409134,58778
"564","accuracy","75%",NA,NA,NA,"bounds_percent",NA,NA,"5%","5%",NA,"accuracy+sample","50%",NA,30,0.134620188362327,0.156440542952751,996,2679,409134,59809
"565","accuracy","75%",NA,NA,NA,"bounds_percent",NA,NA,"5%","5%",NA,"accuracy+sample","50%",NA,50,0.134620188362327,0.156440542952751,996,2679,409134,59809
"566","accuracy","75%",NA,NA,NA,"bounds_percent",NA,NA,"5%","5%",NA,"lower_bound_accuracy",NA,"10%",NA,0.132760393320438,0.154199442406879,960,2679,409134,72503
"567","accuracy","75%",NA,NA,NA,"bounds_percent",NA,NA,"5%","5%",NA,"lower_bound_accuracy",NA,"5%",NA,0.134358296682905,0.156226110583397,977,2679,409134,66422
"568","accuracy","75%",NA,NA,NA,"bounds_percent",NA,NA,"5%","5%",NA,"lower_bound_accuracy+sample",NA,"10%",30,0.132760393320438,0.154199442406879,960,2679,409134,72503
"569","accuracy","75%",NA,NA,NA,"bounds_percent",NA,NA,"5%","5%",NA,"lower_bound_accuracy+sample",NA,"10%",50,0.132760393320438,0.154199442406879,960,2679,409134,72503
"570","accuracy","75%",NA,NA,NA,"bounds_percent",NA,NA,"5%","5%",NA,"lower_bound_accuracy+sample",NA,"5%",30,0.134358296682905,0.156226110583397,977,2679,409134,66422
"571","accuracy","75%",NA,NA,NA,"bounds_percent",NA,NA,"5%","5%",NA,"lower_bound_accuracy+sample",NA,"5%",50,0.134358296682905,0.156226110583397,977,2679,409134,66422
"572","accuracy","75%",NA,NA,NA,"bounds_percent",NA,NA,"5%","5%",NA,"none",NA,NA,NA,0.134152221396017,0.156380160066162,1000,2679,409134,58435
"573","accuracy","75%",NA,NA,NA,"bounds_percent+z",NA,NA,"10%","10%",2.5,"accuracy","25%",NA,NA,0.123338260870319,0.157500197571903,999,2679,409134,106005
"574","accuracy","75%",NA,NA,NA,"bounds_percent+z",NA,NA,"10%","10%",2.5,"accuracy","50%",NA,NA,0.123973239735693,0.157301372283131,996,2679,409134,106858
"575","accuracy","75%",NA,NA,NA,"bounds_percent+z",NA,NA,"10%","10%",2.5,"accuracy+sample","25%",NA,30,0.123338260870319,0.157500197571903,999,2679,409134,106005
"576","accuracy","75%",NA,NA,NA,"bounds_percent+z",NA,NA,"10%","10%",2.5,"accuracy+sample","25%",NA,50,0.123338260870319,0.157500197571903,999,2679,409134,106005
"577","accuracy","75%",NA,NA,NA,"bounds_percent+z",NA,NA,"10%","10%",2.5,"accuracy+sample","50%",NA,30,0.123973239735693,0.157301372283131,996,2679,409134,106858
"578","accuracy","75%",NA,NA,NA,"bounds_percent+z",NA,NA,"10%","10%",2.5,"accuracy+sample","50%",NA,50,0.123973239735693,0.157301372283131,996,2679,409134,106858
"579","accuracy","75%",NA,NA,NA,"bounds_percent+z",NA,NA,"10%","10%",2.5,"lower_bound_accuracy",NA,"10%",NA,0.122776158123255,0.156476007442053,960,2679,409134,117899
"580","accuracy","75%",NA,NA,NA,"bounds_percent+z",NA,NA,"10%","10%",2.5,"lower_bound_accuracy",NA,"5%",NA,0.124250204938198,0.157195298433889,977,2679,409134,112569
"581","accuracy","80%",NA,NA,NA,"bounds_rt",100,3000,NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%",30,0.12249531012896,0.143302731830636,960,2643,409134,41471
"582","accuracy","80%",NA,NA,NA,"bounds_rt",100,3000,NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%",50,0.12249531012896,0.143302731830636,960,2643,409134,41471
"583","accuracy","80%",NA,NA,NA,"bounds_rt",100,3000,NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%",30,0.123625657425968,0.146123008396479,977,2643,409134,35031
"584","accuracy","80%",NA,NA,NA,"bounds_rt",100,3000,NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%",50,0.123625657425968,0.146123008396479,977,2643,409134,35031
"585","accuracy","80%",NA,NA,NA,"bounds_rt",100,3000,NA,NA,NA,"none",NA,NA,NA,0.123137378384486,0.146582009774782,1000,2643,409134,26444
"586","accuracy","80%",NA,NA,NA,"bounds_rt",160,2500,NA,NA,NA,"accuracy","25%",NA,NA,0.126025302047315,0.142163448671739,999,2643,409134,28425
"587","accuracy","80%",NA,NA,NA,"bounds_rt",160,2500,NA,NA,NA,"accuracy","50%",NA,NA,0.126585542276105,0.141884846263165,996,2643,409134,29547
"588","accuracy","80%",NA,NA,NA,"bounds_rt",160,2500,NA,NA,NA,"accuracy+sample","25%",NA,30,0.126025302047315,0.142163448671739,999,2643,409134,28425
"589","accuracy","80%",NA,NA,NA,"bounds_rt",160,2500,NA,NA,NA,"accuracy+sample","25%",NA,50,0.126025302047315,0.142163448671739,999,2643,409134,28425
"590","accuracy","80%",NA,NA,NA,"bounds_rt",160,2500,NA,NA,NA,"accuracy+sample","50%",NA,30,0.126585542276105,0.141884846263165,996,2643,409134,29547
"591","accuracy","80%",NA,NA,NA,"bounds_rt",160,2500,NA,NA,NA,"accuracy+sample","50%",NA,50,0.126585542276105,0.141884846263165,996,2643,409134,29547
"592","accuracy","80%",NA,NA,NA,"bounds_rt",160,2500,NA,NA,NA,"lower_bound_accuracy",NA,"10%",NA,0.125545201751597,0.139180037454278,960,2643,409134,42954
"593","accuracy","80%",NA,NA,NA,"bounds_rt",160,2500,NA,NA,NA,"lower_bound_accuracy",NA,"5%",NA,0.126657798913502,0.141884924619763,977,2643,409134,36557
"594","accuracy","80%",NA,NA,NA,"bounds_rt",160,2500,NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%",30,0.125545201751597,0.139180037454278,960,2643,409134,42954
"595","accuracy","80%",NA,NA,NA,"bounds_rt",160,2500,NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%",50,0.125545201751597,0.139180037454278,960,2643,409134,42954
"596","accuracy","80%",NA,NA,NA,"bounds_rt",160,2500,NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%",30,0.126657798913502,0.141884924619763,977,2643,409134,36557
"597","accuracy","80%",NA,NA,NA,"bounds_rt",160,2500,NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%",50,0.126657798913502,0.141884924619763,977,2643,409134,36557
"598","accuracy","80%",NA,NA,NA,"bounds_rt",160,2500,NA,NA,NA,"none",NA,NA,NA,0.125906385713077,0.142142029519687,1000,2643,409134,28061
"599","accuracy","80%",NA,NA,NA,"bounds_rt",160,3000,NA,NA,NA,"accuracy","25%",NA,NA,0.123160369200439,0.146698693694874,999,2643,409134,26921
"600","accuracy","80%",NA,NA,NA,"bounds_rt",160,3000,NA,NA,NA,"accuracy","50%",NA,NA,0.123680896164315,0.146474880873156,996,2643,409134,28065
"601","accuracy","80%",NA,NA,NA,"bounds_rt",160,3000,NA,NA,NA,"accuracy+sample","25%",NA,30,0.123160369200439,0.146698693694874,999,2643,409134,26921
"602","accuracy","80%",NA,NA,NA,"bounds_rt",160,3000,NA,NA,NA,"accuracy+sample","25%",NA,50,0.123160369200439,0.146698693694874,999,2643,409134,26921
"603","accuracy","80%",NA,NA,NA,"bounds_rt",160,3000,NA,NA,NA,"accuracy+sample","50%",NA,30,0.123680896164315,0.146474880873156,996,2643,409134,28065
"604","accuracy","80%",NA,NA,NA,"bounds_rt",160,3000,NA,NA,NA,"accuracy+sample","50%",NA,50,0.123680896164315,0.146474880873156,996,2643,409134,28065
"605","accuracy","80%",NA,NA,NA,"bounds_rt",160,3000,NA,NA,NA,"lower_bound_accuracy",NA,"10%",NA,0.122424157960658,0.1432807444351,960,2643,409134,41577
"606","accuracy","80%",NA,NA,NA,"bounds_rt",160,3000,NA,NA,NA,"lower_bound_accuracy",NA,"5%",NA,0.12358315671904,0.146138491032544,977,2643,409134,35139
"607","accuracy","80%",NA,NA,NA,"bounds_rt",160,3000,NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%",30,0.122424157960658,0.1432807444351,960,2643,409134,41577
"608","accuracy","80%",NA,NA,NA,"bounds_rt",160,3000,NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%",50,0.122424157960658,0.1432807444351,960,2643,409134,41577
"609","accuracy","80%",NA,NA,NA,"bounds_rt",160,3000,NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%",30,0.12358315671904,0.146138491032544,977,2643,409134,35139
"610","accuracy","80%",NA,NA,NA,"bounds_rt",160,3000,NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%",50,0.12358315671904,0.146138491032544,977,2643,409134,35139
"611","accuracy","80%",NA,NA,NA,"bounds_rt",160,3000,NA,NA,NA,"none",NA,NA,NA,0.123093810489972,0.146640358513409,1000,2643,409134,26554
"612","accuracy","80%",NA,NA,NA,"bounds_rt",200,2500,NA,NA,NA,"accuracy","25%",NA,NA,0.126005416577847,0.142178669990147,999,2643,409134,28540
"613","accuracy","80%",NA,NA,NA,"bounds_rt",200,2500,NA,NA,NA,"accuracy","50%",NA,NA,0.126580726671966,0.141866464917389,996,2643,409134,29661
"614","accuracy","80%",NA,NA,NA,"bounds_rt",200,2500,NA,NA,NA,"accuracy+sample","25%",NA,30,0.126005416577847,0.142178669990147,999,2643,409134,28540
"615","accuracy","80%",NA,NA,NA,"bounds_rt",200,2500,NA,NA,NA,"accuracy+sample","25%",NA,50,0.126005416577847,0.142178669990147,999,2643,409134,28540
"616","accuracy","80%",NA,NA,NA,"bounds_rt",200,2500,NA,NA,NA,"accuracy+sample","50%",NA,30,0.126580726671966,0.141866464917389,996,2643,409134,29661
"617","accuracy","80%",NA,NA,NA,"bounds_rt",200,2500,NA,NA,NA,"accuracy+sample","50%",NA,50,0.126580726671966,0.141866464917389,996,2643,409134,29661
"618","accuracy","80%",NA,NA,NA,"bounds_rt",200,2500,NA,NA,NA,"lower_bound_accuracy",NA,"10%",NA,0.125553219419782,0.139129074651406,960,2643,409134,43066
"619","accuracy","80%",NA,NA,NA,"bounds_rt",200,2500,NA,NA,NA,"lower_bound_accuracy",NA,"5%",NA,0.126662581088264,0.14183103889784,977,2643,409134,36670
"620","accuracy","80%",NA,NA,NA,"bounds_rt",200,2500,NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%",30,0.125553219419782,0.139129074651406,960,2643,409134,43066
"621","accuracy","80%",NA,NA,NA,"bounds_rt",200,2500,NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%",50,0.125553219419782,0.139129074651406,960,2643,409134,43066
"622","accuracy","80%",NA,NA,NA,"bounds_rt",200,2500,NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%",30,0.126662581088264,0.14183103889784,977,2643,409134,36670
"623","accuracy","80%",NA,NA,NA,"bounds_rt",200,2500,NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%",50,0.126662581088264,0.14183103889784,977,2643,409134,36670
"624","accuracy","80%",NA,NA,NA,"bounds_rt",200,2500,NA,NA,NA,"none",NA,NA,NA,0.12588608570475,0.142157585264494,1000,2643,409134,28176
"625","accuracy","80%",NA,NA,NA,"bounds_rt",200,3000,NA,NA,NA,"accuracy","25%",NA,NA,0.123138936420123,0.146724249101376,999,2643,409134,27036
"626","accuracy","80%",NA,NA,NA,"bounds_rt",200,3000,NA,NA,NA,"accuracy","50%",NA,NA,0.123674922063912,0.146464304544023,996,2643,409134,28179
"627","accuracy","80%",NA,NA,NA,"bounds_rt",200,3000,NA,NA,NA,"accuracy+sample","25%",NA,30,0.123138936420123,0.146724249101376,999,2643,409134,27036
"628","accuracy","80%",NA,NA,NA,"bounds_rt",200,3000,NA,NA,NA,"accuracy+sample","25%",NA,50,0.123138936420123,0.146724249101376,999,2643,409134,27036
"629","accuracy","80%",NA,NA,NA,"bounds_rt",200,3000,NA,NA,NA,"accuracy+sample","50%",NA,30,0.123674922063912,0.146464304544023,996,2643,409134,28179
"630","accuracy","80%",NA,NA,NA,"bounds_rt",200,3000,NA,NA,NA,"accuracy+sample","50%",NA,50,0.123674922063912,0.146464304544023,996,2643,409134,28179
"631","accuracy","80%",NA,NA,NA,"bounds_rt",200,3000,NA,NA,NA,"lower_bound_accuracy",NA,"10%",NA,0.122430879972136,0.143227361458173,960,2643,409134,41689
"632","accuracy","80%",NA,NA,NA,"bounds_rt",200,3000,NA,NA,NA,"lower_bound_accuracy",NA,"5%",NA,0.123586230119019,0.146085677572827,977,2643,409134,35252
"633","accuracy","80%",NA,NA,NA,"bounds_rt",200,3000,NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%",30,0.122430879972136,0.143227361458173,960,2643,409134,41689
"634","accuracy","80%",NA,NA,NA,"bounds_rt",200,3000,NA,NA,NA,"lower_bound_accuracy+sample",NA,"10%",50,0.122430879972136,0.143227361458173,960,2643,409134,41689
"635","accuracy","80%",NA,NA,NA,"bounds_rt",200,3000,NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%",30,0.123586230119019,0.146085677572827,977,2643,409134,35252
"636","accuracy","80%",NA,NA,NA,"bounds_rt",200,3000,NA,NA,NA,"lower_bound_accuracy+sample",NA,"5%",50,0.123586230119019,0.146085677572827,977,2643,409134,35252
"637","accuracy","80%",NA,NA,NA,"bounds_rt",200,3000,NA,NA,NA,"none",NA,NA,NA,0.123071956992811,0.146666090024983,1000,2643,409134,26669
"638","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,2.5,"accuracy","25%",NA,NA,0.111695000967513,0.119083319782053,999,2643,409134,34051
"639","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,2.5,"accuracy","50%",NA,NA,0.111931866344169,0.119060869997589,996,2643,409134,35078
"640","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,2.5,"accuracy+sample","25%",NA,30,0.111695000967513,0.119083319782053,999,2643,409134,34051
"641","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,2.5,"accuracy+sample","25%",NA,50,0.111695000967513,0.119083319782053,999,2643,409134,34051
"642","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,2.5,"accuracy+sample","50%",NA,30,0.111931866344169,0.119060869997589,996,2643,409134,35078
"643","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,2.5,"accuracy+sample","50%",NA,50,0.111931866344169,0.119060869997589,996,2643,409134,35078
"644","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,2.5,"lower_bound_accuracy",NA,"10%",NA,0.111032312189522,0.117813219286001,960,2643,409134,47880
"645","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,2.5,"lower_bound_accuracy",NA,"5%",NA,0.111946871819728,0.118807285935984,977,2643,409134,41737
"646","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,2.5,"lower_bound_accuracy+sample",NA,"10%",30,0.111032312189522,0.117813219286001,960,2643,409134,47880
"647","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,2.5,"lower_bound_accuracy+sample",NA,"10%",50,0.111032312189522,0.117813219286001,960,2643,409134,47880
"648","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,2.5,"lower_bound_accuracy+sample",NA,"5%",30,0.111946871819728,0.118807285935984,977,2643,409134,41737
"649","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,2.5,"lower_bound_accuracy+sample",NA,"5%",50,0.111946871819728,0.118807285935984,977,2643,409134,41737
"650","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,2.5,"none",NA,NA,NA,0.11169300040365,0.119023720411052,1000,2643,409134,33696
"651","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,3,"accuracy","25%",NA,NA,0.115618952595249,0.124312715286337,999,2643,409134,32154
"652","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,3,"accuracy","50%",NA,NA,0.115837937432,0.124285874911934,996,2643,409134,33211
"653","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,3,"accuracy+sample","25%",NA,30,0.115618952595249,0.124312715286337,999,2643,409134,32154
"654","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,3,"accuracy+sample","25%",NA,50,0.115618952595249,0.124312715286337,999,2643,409134,32154
"655","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,3,"accuracy+sample","50%",NA,30,0.115837937432,0.124285874911934,996,2643,409134,33211
"656","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,3,"accuracy+sample","50%",NA,50,0.115837937432,0.124285874911934,996,2643,409134,33211
"657","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,3,"lower_bound_accuracy",NA,"10%",NA,0.114918679733587,0.122637996341855,960,2643,409134,46209
"658","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,3,"lower_bound_accuracy",NA,"5%",NA,0.115792681896059,0.124023031556779,977,2643,409134,39980
"659","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,3,"lower_bound_accuracy+sample",NA,"10%",30,0.114918679733587,0.122637996341855,960,2643,409134,46209
"660","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,3,"lower_bound_accuracy+sample",NA,"10%",50,0.114918679733587,0.122637996341855,960,2643,409134,46209
"661","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,3,"lower_bound_accuracy+sample",NA,"5%",30,0.115792681896059,0.124023031556779,977,2643,409134,39980
"662","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,3,"lower_bound_accuracy+sample",NA,"5%",50,0.115792681896059,0.124023031556779,977,2643,409134,39980
"663","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,2500,NA,NA,3,"none",NA,NA,NA,0.115628763265229,0.124250868450909,1000,2643,409134,31796
"664","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,2.5,"accuracy","25%",NA,NA,0.10837724485913,0.115412934806498,999,2643,409134,33314
"665","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,2.5,"accuracy","50%",NA,NA,0.10861259387723,0.115382587281984,996,2643,409134,34351
"666","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,2.5,"accuracy+sample","25%",NA,30,0.10837724485913,0.115412934806498,999,2643,409134,33314
"667","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,2.5,"accuracy+sample","25%",NA,50,0.10837724485913,0.115412934806498,999,2643,409134,33314
"668","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,2.5,"accuracy+sample","50%",NA,30,0.10861259387723,0.115382587281984,996,2643,409134,34351
"669","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,2.5,"accuracy+sample","50%",NA,50,0.10861259387723,0.115382587281984,996,2643,409134,34351
"670","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,2.5,"lower_bound_accuracy",NA,"10%",NA,0.107811783693573,0.114028425669783,960,2643,409134,47212
"671","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,2.5,"lower_bound_accuracy",NA,"5%",NA,0.10868487536227,0.115097961397728,977,2643,409134,41041
"672","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,2.5,"lower_bound_accuracy+sample",NA,"10%",30,0.107811783693573,0.114028425669783,960,2643,409134,47212
"673","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,2.5,"lower_bound_accuracy+sample",NA,"10%",50,0.107811783693573,0.114028425669783,960,2643,409134,47212
"674","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,2.5,"lower_bound_accuracy+sample",NA,"5%",30,0.10868487536227,0.115097961397728,977,2643,409134,41041
"675","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,2.5,"lower_bound_accuracy+sample",NA,"5%",50,0.10868487536227,0.115097961397728,977,2643,409134,41041
"676","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,2.5,"none",NA,NA,NA,0.108366871168327,0.115355622555254,1000,2643,409134,32958
"677","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,3,"accuracy","25%",NA,NA,0.112358927245705,0.120425887417024,999,2643,409134,31516
"678","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,3,"accuracy","50%",NA,NA,0.112628303170783,0.120343145623022,996,2643,409134,32580
"679","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,3,"accuracy+sample","25%",NA,30,0.112358927245705,0.120425887417024,999,2643,409134,31516
"680","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,3,"accuracy+sample","25%",NA,50,0.112358927245705,0.120425887417024,999,2643,409134,31516
"681","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,3,"accuracy+sample","50%",NA,30,0.112628303170783,0.120343145623022,996,2643,409134,32580
"682","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,3,"accuracy+sample","50%",NA,50,0.112628303170783,0.120343145623022,996,2643,409134,32580
"683","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,3,"lower_bound_accuracy",NA,"10%",NA,0.111689586381821,0.11873128935406,960,2643,409134,45629
"684","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,3,"lower_bound_accuracy",NA,"5%",NA,0.112614552760502,0.12009578962935,977,2643,409134,39382
"685","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,3,"lower_bound_accuracy+sample",NA,"10%",30,0.111689586381821,0.11873128935406,960,2643,409134,45629
"686","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,3,"lower_bound_accuracy+sample",NA,"10%",50,0.111689586381821,0.11873128935406,960,2643,409134,45629
"687","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,3,"lower_bound_accuracy+sample",NA,"5%",30,0.112614552760502,0.12009578962935,977,2643,409134,39382
"688","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,3,"lower_bound_accuracy+sample",NA,"5%",50,0.112614552760502,0.12009578962935,977,2643,409134,39382
"689","accuracy","80%",NA,NA,NA,"bounds_rt+z",100,3000,NA,NA,3,"none",NA,NA,NA,0.112344115713443,0.120366510418779,1000,2643,409134,31156
"690","accuracy","80%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,2.5,"accuracy","25%",NA,NA,0.111661306141706,0.119090000162459,999,2643,409134,34156
"691","accuracy","80%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,2.5,"accuracy","50%",NA,NA,0.111911839963862,0.11905709851518,996,2643,409134,35182
"692","accuracy","80%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,2.5,"accuracy+sample","25%",NA,30,0.111661306141706,0.119090000162459,999,2643,409134,34156
"693","accuracy","80%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,2.5,"accuracy+sample","25%",NA,50,0.111661306141706,0.119090000162459,999,2643,409134,34156
"694","accuracy","80%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,2.5,"accuracy+sample","50%",NA,30,0.111911839963862,0.11905709851518,996,2643,409134,35182
"695","accuracy","80%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,2.5,"accuracy+sample","50%",NA,50,0.111911839963862,0.11905709851518,996,2643,409134,35182
"696","accuracy","80%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,2.5,"lower_bound_accuracy",NA,"10%",NA,0.11097087228509,0.117792744465212,960,2643,409134,47981
"697","accuracy","80%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,2.5,"lower_bound_accuracy",NA,"5%",NA,0.111913844704398,0.118806562322081,977,2643,409134,41840
"698","accuracy","80%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,2.5,"lower_bound_accuracy+sample",NA,"10%",30,0.11097087228509,0.117792744465212,960,2643,409134,47981
"699","accuracy","80%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,2.5,"lower_bound_accuracy+sample",NA,"10%",50,0.11097087228509,0.117792744465212,960,2643,409134,47981
"700","accuracy","80%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,2.5,"lower_bound_accuracy+sample",NA,"5%",30,0.111913844704398,0.118806562322081,977,2643,409134,41840
"701","accuracy","80%",NA,NA,NA,"bounds_rt+z",160,2500,NA,NA,2.5,"lower_bound_accuracy+sample",NA,"5%",50,0.111913844704398,0.118806562322081,977,2643,409134,41840
